County,State,Population,Total_cases,Total_deaths
Philadelphia,PENNSYLVANIA,1584064,174860,3916
Pike,PENNSYLVANIA,55809,4932,57
Potter,PENNSYLVANIA,16526,1598,30
Schuylkill,PENNSYLVANIA,141359,17596,438
Snyder,PENNSYLVANIA,40372,4382,93
Somerset,PENNSYLVANIA,73447,9747,229
Sullivan,PENNSYLVANIA,6066,546,24
Susquehanna,PENNSYLVANIA,40328,3255,64
Tioga,PENNSYLVANIA,40591,4029,121
Unassigned,PENNSYLVANIA,0,0,0
Union,PENNSYLVANIA,44923,6900,95
Venango,PENNSYLVANIA,50668,5402,115
Warren,PENNSYLVANIA,39191,3415,116
Washington,PENNSYLVANIA,206865,23041,352
Wayne,PENNSYLVANIA,51361,5164,100
Westmoreland,PENNSYLVANIA,348899,41306,844
Wyoming,PENNSYLVANIA,26794,2509,56
York,PENNSYLVANIA,449058,56925,908
Adjuntas,PUERTO RICO,19483,582,0
Aguada,PUERTO RICO,41959,2178,0
Aguadilla,PUERTO RICO,60949,2656,0
Aguas Buenas,PUERTO RICO,28659,1442,0
Aibonito,PUERTO RICO,25900,874,0
Anasco,PUERTO RICO,29261,1219,0
Arecibo,PUERTO RICO,96440,3968,0
Arroyo,PUERTO RICO,19575,386,0
Barceloneta,PUERTO RICO,24816,1008,0
Barranquitas,PUERTO RICO,30318,1446,0
Bayamon,PUERTO RICO,208116,13236,0
Cabo Rojo,PUERTO RICO,50917,1526,0
Caguas,PUERTO RICO,142893,7805,0
Camuy,PUERTO RICO,35159,1522,0
Canovanas,PUERTO RICO,47648,2607,0
Carolina,PUERTO RICO,176762,11217,0
Catano,PUERTO RICO,28140,1591,0
Cayey,PUERTO RICO,48119,1602,0
Ceiba,PUERTO RICO,13631,518,0
Ciales,PUERTO RICO,18782,906,0
Cidra,PUERTO RICO,43480,1666,0
Coamo,PUERTO RICO,40512,1106,0
Comerio,PUERTO RICO,20778,887,0
Corozal,PUERTO RICO,37142,1898,0
Culebra,PUERTO RICO,1818,51,0
Dorado,PUERTO RICO,38165,2725,0
Fajardo,PUERTO RICO,36993,1677,0
Florida,PUERTO RICO,12680,688,0
Guanica,PUERTO RICO,19427,328,0
Guayama,PUERTO RICO,45362,1081,0
Guayanilla,PUERTO RICO,21581,477,0
Guaynabo,PUERTO RICO,97924,5704,0
Gurabo,PUERTO RICO,45369,2681,0
Hatillo,PUERTO RICO,41953,1624,0
Hormigueros,PUERTO RICO,17250,580,0
Humacao,PUERTO RICO,58466,2544,0
Isabela,PUERTO RICO,45631,2279,0
Jayuya,PUERTO RICO,16642,416,0
Juana Diaz,PUERTO RICO,79897,1459,0
Juncos,PUERTO RICO,40290,2698,0
Lajas,PUERTO RICO,25753,625,0
Lares,PUERTO RICO,30753,1058,0
Las Marias,PUERTO RICO,9881,331,0
Las Piedras,PUERTO RICO,38675,1932,0
Loiza,PUERTO RICO,30060,1547,0
Luquillo,PUERTO RICO,20068,1045,0
Manati,PUERTO RICO,44113,1841,0
Maricao,PUERTO RICO,6276,131,0
Maunabo,PUERTO RICO,12225,439,0
Mayaguez,PUERTO RICO,89080,3267,0
Moca,PUERTO RICO,40109,2109,0
Morovis,PUERTO RICO,32610,1692,0
Naguabo,PUERTO RICO,26720,1312,0
Naranjito,PUERTO RICO,30402,1889,0
Orocovis,PUERTO RICO,23423,984,0
Out of PR,PUERTO RICO,0,434,0
Patillas,PUERTO RICO,19277,410,0
Penuelas,PUERTO RICO,24282,682,0
Ponce,PUERTO RICO,166327,4732,0
Quebradillas,PUERTO RICO,25919,1210,0
Rincon,PUERTO RICO,15200,788,0
Rio Grande,PUERTO RICO,54304,2812,0
Sabana Grande,PUERTO RICO,25265,601,0
Salinas,PUERTO RICO,31078,964,0
San German,PUERTO RICO,35527,903,0
San Juan,PUERTO RICO,395326,24313,0
San Lorenzo,PUERTO RICO,41058,2080,0
San Sebastian,PUERTO RICO,42430,1845,0
Santa Isabel,PUERTO RICO,23274,616,0
Toa Alta,PUERTO RICO,74066,4840,0
Toa Baja,PUERTO RICO,89609,5087,0
Trujillo Alto,PUERTO RICO,74842,3834,0
Unassigned,PUERTO RICO,0,3680,3164
Utuado,PUERTO RICO,33149,1165,0
Vega Alta,PUERTO RICO,39951,2387,0
Vega Baja,PUERTO RICO,59662,3852,0
Vieques,PUERTO RICO,9301,183,0
Villalba,PUERTO RICO,26073,883,0
Yabucoa,PUERTO RICO,37941,1339,0
Yauco,PUERTO RICO,42043,1008,0
Bristol,RHODE ISLAND,48479,5740,149
Kent,RHODE ISLAND,164292,21591,382
Newport,RHODE ISLAND,82082,8255,49
Out of RI,RHODE ISLAND,0,0,0
Providence,RHODE ISLAND,638931,110567,2065
Unassigned,RHODE ISLAND,0,13181,18
Washington,RHODE ISLAND,125577,13385,175
Abbeville,SOUTH CAROLINA,24527,3623,46
Aiken,SOUTH CAROLINA,170872,25922,313
Allendale,SOUTH CAROLINA,8688,1326,20
Anderson,SOUTH CAROLINA,202558,34723,671
Bamberg,SOUTH CAROLINA,14066,2081,62
Barnwell,SOUTH CAROLINA,20866,3761,78
Beaufort,SOUTH CAROLINA,192122,26410,284
Berkeley,SOUTH CAROLINA,227907,29989,297
Calhoun,SOUTH CAROLINA,14553,1705,50
Charleston,SOUTH CAROLINA,411406,63078,651
Cherokee,SOUTH CAROLINA,57300,9513,216
Chester,SOUTH CAROLINA,32244,6092,101
Chesterfield,SOUTH CAROLINA,45650,6802,135
Clarendon,SOUTH CAROLINA,33745,4798,134
Colleton,SOUTH CAROLINA,37677,5498,179
Darlington,SOUTH CAROLINA,66618,11500,219
Dillon,SOUTH CAROLINA,30479,6187,108
Dorchester,SOUTH CAROLINA,162809,32543,342
Edgefield,SOUTH CAROLINA,27260,4273,53
Fairfield,SOUTH CAROLINA,22347,3182,93
Florence,SOUTH CAROLINA,138293,25789,509
Georgetown,SOUTH CAROLINA,62680,9375,164
Greenville,SOUTH CAROLINA,523542,100350,1284
Greenwood,SOUTH CAROLINA,70811,11426,198
Hampton,SOUTH CAROLINA,19222,3008,71
Horry,SOUTH CAROLINA,354081,59821,810
Jasper,SOUTH CAROLINA,30073,3841,72
Kershaw,SOUTH CAROLINA,66551,11431,190
Lancaster,SOUTH CAROLINA,98012,15184,208
Laurens,SOUTH CAROLINA,67493,10808,200
Lee,SOUTH CAROLINA,16828,2431,70
Lexington,SOUTH CAROLINA,298750,52376,672
Marion,SOUTH CAROLINA,30657,5244,131
Marlboro,SOUTH CAROLINA,26118,4640,74
McCormick,SOUTH CAROLINA,9463,1304,30
Newberry,SOUTH CAROLINA,38440,7195,137
Oconee,SOUTH CAROLINA,79546,14679,188
Orangeburg,SOUTH CAROLINA,86175,14019,311
Out of SC,SOUTH CAROLINA,0,0,0
Pickens,SOUTH CAROLINA,126884,26453,420
Richland,SOUTH CAROLINA,415759,66609,729
Saluda,SOUTH CAROLINA,20473,2437,50
Spartanburg,SOUTH CAROLINA,319785,59144,1055
Sumter,SOUTH CAROLINA,106721,15222,269
Unassigned,SOUTH CAROLINA,0,0,0
Union,SOUTH CAROLINA,27316,4204,94
Williamsburg,SOUTH CAROLINA,30368,5504,120
York,SOUTH CAROLINA,280979,44869,462
Aurora,SOUTH DAKOTA,2751,530,16
Beadle,SOUTH DAKOTA,18453,3169,43
Bennett,SOUTH DAKOTA,3365,437,9
Bon Homme,SOUTH DAKOTA,6901,1604,29
Brookings,SOUTH DAKOTA,35077,4946,37
Brown,SOUTH DAKOTA,38839,6296,95
Brule,SOUTH DAKOTA,5297,781,11
Buffalo,SOUTH DAKOTA,1962,447,14
Butte,SOUTH DAKOTA,10429,1716,26
Campbell,SOUTH DAKOTA,1376,155,4
Charles Mix,SOUTH DAKOTA,9292,1662,26
Clark,SOUTH DAKOTA,3736,491,5
Clay,SOUTH DAKOTA,14070,2104,16
Codington,SOUTH DAKOTA,28009,5219,83
Corson,SOUTH DAKOTA,4086,633,13
Custer,SOUTH DAKOTA,8972,1217,15
Davison,SOUTH DAKOTA,19775,3611,68
Day,SOUTH DAKOTA,5424,779,30
Deuel,SOUTH DAKOTA,4351,623,11
Dewey,SOUTH DAKOTA,5892,1715,30
Douglas,SOUTH DAKOTA,2921,500,9
Edmunds,SOUTH DAKOTA,3829,562,14
Fall River,SOUTH DAKOTA,6713,871,20
Faulk,SOUTH DAKOTA,2299,391,14
Grant,SOUTH DAKOTA,7052,1224,42
Gregory,SOUTH DAKOTA,4185,675,30
Haakon,SOUTH DAKOTA,1899,312,11
Hamlin,SOUTH DAKOTA,6164,967,40
Hand,SOUTH DAKOTA,3191,386,6
Hanson,SOUTH DAKOTA,3453,424,4
Harding,SOUTH DAKOTA,1298,144,1
Hughes,SOUTH DAKOTA,17526,2753,43
Hutchinson,SOUTH DAKOTA,7291,1016,28
Hyde,SOUTH DAKOTA,1301,147,1
Jackson,SOUTH DAKOTA,3344,368,15
Jerauld,SOUTH DAKOTA,2013,292,17
Jones,SOUTH DAKOTA,903,136,0
Kingsbury,SOUTH DAKOTA,4939,893,18
Lake,SOUTH DAKOTA,12797,1516,20
Lawrence,SOUTH DAKOTA,25844,4083,54
Lincoln,SOUTH DAKOTA,61128,9822,78
Lyman,SOUTH DAKOTA,3781,700,11
Marshall,SOUTH DAKOTA,4935,409,6
McCook,SOUTH DAKOTA,5586,881,25
McPherson,SOUTH DAKOTA,2379,302,7
Meade,SOUTH DAKOTA,28332,4164,40
Mellette,SOUTH DAKOTA,2061,301,2
Miner,SOUTH DAKOTA,2216,326,11
Minnehaha,SOUTH DAKOTA,193134,35778,377
Moody,SOUTH DAKOTA,6576,738,20
Oglala Lakota,SOUTH DAKOTA,14177,2311,52
Out of SD,SOUTH DAKOTA,0,0,0
Pennington,SOUTH DAKOTA,113775,19080,234
Perkins,SOUTH DAKOTA,2865,389,14
Potter,SOUTH DAKOTA,2153,403,4
Roberts,SOUTH DAKOTA,10394,1484,43
Sanborn,SOUTH DAKOTA,2344,366,3
Spink,SOUTH DAKOTA,6376,971,27
Stanley,SOUTH DAKOTA,3098,400,3
Sully,SOUTH DAKOTA,1391,151,3
Todd,SOUTH DAKOTA,10177,1465,33
Tripp,SOUTH DAKOTA,5441,826,18
Turner,SOUTH DAKOTA,8384,1295,60
Unassigned,SOUTH DAKOTA,0,0,0
Union,SOUTH DAKOTA,15932,2481,43
Walworth,SOUTH DAKOTA,5435,842,17
Yankton,SOUTH DAKOTA,22814,3413,37
Ziebach,SOUTH DAKOTA,2756,381,9
Anderson,TENNESSEE,76978,12333,199
Bedford,TENNESSEE,49713,8756,148
Benton,TENNESSEE,16160,2631,47
Bledsoe,TENNESSEE,15064,3355,14
Blount,TENNESSEE,133088,22826,244
Bradley,TENNESSEE,108110,21441,172
Campbell,TENNESSEE,39842,6568,71
Cannon,TENNESSEE,14678,2716,38
Carroll,TENNESSEE,27767,5471,97
Carter,TENNESSEE,56391,10063,203
Cheatham,TENNESSEE,40667,6754,64
Chester,TENNESSEE,17297,3392,68
Claiborne,TENNESSEE,31959,5149,90
Clay,TENNESSEE,7615,1446,36
Cocke,TENNESSEE,36004,6969,104
Coffee,TENNESSEE,56520,10150,144
Crockett,TENNESSEE,14230,3268,59
Cumberland,TENNESSEE,60520,10577,201
Davidson,TENNESSEE,694144,117244,1097
DeKalb,TENNESSEE,20490,4066,64
Decatur,TENNESSEE,11663,2337,42
Dickson,TENNESSEE,53948,9991,159
Dyer,TENNESSEE,37159,7944,134
Fayette,TENNESSEE,41133,7071,97
Fentress,TENNESSEE,18523,3438,60
Franklin,TENNESSEE,42208,7645,98
Gibson,TENNESSEE,49133,10357,181
Giles,TENNESSEE,29464,5710,113
Grainger,TENNESSEE,23320,4120,60
Greene,TENNESSEE,69069,12636,214
Grundy,TENNESSEE,13427,2694,37
Hamblen,TENNESSEE,64934,12585,188
Hamilton,TENNESSEE,367804,61261,627
Hancock,TENNESSEE,6620,1127,16
Hardeman,TENNESSEE,25050,4992,77
Hardin,TENNESSEE,25652,5353,80
Hawkins,TENNESSEE,56786,9734,156
Haywood,TENNESSEE,17304,3739,71
Henderson,TENNESSEE,28117,5499,95
Henry,TENNESSEE,32345,5295,79
Hickman,TENNESSEE,25178,4449,69
Houston,TENNESSEE,8201,1782,41
Humphreys,TENNESSEE,18582,3050,44
Jackson,TENNESSEE,11786,1991,38
Jefferson,TENNESSEE,54495,9513,135
Johnson,TENNESSEE,17788,3372,45
Knox,TENNESSEE,470313,75058,853
Lake,TENNESSEE,7016,1972,31
Lauderdale,TENNESSEE,25633,5074,59
Lawrence,TENNESSEE,44142,9197,113
Lewis,TENNESSEE,12268,2465,35
Lincoln,TENNESSEE,34366,6425,79
Loudon,TENNESSEE,54068,8819,88
Macon,TENNESSEE,24602,5285,87
Madison,TENNESSEE,97984,17097,294
Marion,TENNESSEE,28907,5546,52
Marshall,TENNESSEE,34375,6606,81
Maury,TENNESSEE,96387,18749,210
McMinn,TENNESSEE,53794,10121,119
McNairy,TENNESSEE,25694,4424,64
Meigs,TENNESSEE,12422,2102,27
Monroe,TENNESSEE,46545,9330,115
Montgomery,TENNESSEE,208993,31513,317
Moore,TENNESSEE,6488,1397,19
Morgan,TENNESSEE,21403,3609,44
Obion,TENNESSEE,30069,6398,110
Out of TN,TENNESSEE,0,28289,122
Overton,TENNESSEE,22241,4601,78
Perry,TENNESSEE,8076,1540,32
Pickett,TENNESSEE,5048,1033,24
Polk,TENNESSEE,16832,3050,27
Putnam,TENNESSEE,80245,16217,208
Rhea,TENNESSEE,33167,6726,89
Roane,TENNESSEE,53382,9494,143
Robertson,TENNESSEE,71813,13665,175
Rutherford,TENNESSEE,332285,59925,518
Scott,TENNESSEE,22068,4827,54
Sequatchie,TENNESSEE,15026,2860,29
Sevier,TENNESSEE,98250,19129,242
Shelby,TENNESSEE,937166,140494,2085
Smith,TENNESSEE,20157,4056,44
Stewart,TENNESSEE,13715,2049,33
Sullivan,TENNESSEE,158348,25424,392
Sumner,TENNESSEE,191283,33172,401
Tipton,TENNESSEE,61599,10971,125
Trousdale,TENNESSEE,11284,3063,24
Unassigned,TENNESSEE,0,21113,117
Unicoi,TENNESSEE,17883,3034,59
Union,TENNESSEE,19972,2893,42
Van Buren,TENNESSEE,5872,1181,25
Warren,TENNESSEE,41277,8252,102
Washington,TENNESSEE,129375,20764,308
Wayne,TENNESSEE,16673,3930,38
Weakley,TENNESSEE,33328,6013,81
White,TENNESSEE,27345,5370,89
Williamson,TENNESSEE,238412,38385,261
Wilson,TENNESSEE,144657,26253,318
Anderson,TEXAS,57735,7805,180
Andrews,TEXAS,18705,2688,52
Angelina,TEXAS,86715,13303,366
Aransas,TEXAS,23510,2529,58
Archer,TEXAS,8553,1100,15
Armstrong,TEXAS,1887,262,7
Atascosa,TEXAS,51153,8271,193
Austin,TEXAS,30032,3325,50
Bailey,TEXAS,7000,980,23
Bandera,TEXAS,23112,2174,48
Bastrop,TEXAS,88723,13914,150
Baylor,TEXAS,3509,517,18
Bee,TEXAS,32565,5237,117
Bell,TEXAS,362924,37157,646
Bexar,TEXAS,2003554,311333,4769
Blanco,TEXAS,11931,1255,27
Borden,TEXAS,654,39,2
Bosque,TEXAS,18685,2371,52
Bowie,TEXAS,93245,12287,293
Brazoria,TEXAS,374264,57379,763
Brazos,TEXAS,229211,37016,334
Brewster,TEXAS,9203,1034,19
Briscoe,TEXAS,1546,207,7
Brooks,TEXAS,7093,1113,45
Brown,TEXAS,37864,6833,159
Burleson,TEXAS,18443,3127,57
Burnet,TEXAS,48155,7166,107
Caldwell,TEXAS,43664,8226,139
Calhoun,TEXAS,21290,3791,32
Callahan,TEXAS,13943,1674,52
Cameron,TEXAS,423163,63896,1729
Camp,TEXAS,13094,1959,62
Carson,TEXAS,5926,741,23
Cass,TEXAS,30026,4263,127
Castro,TEXAS,7530,1256,34
Chambers,TEXAS,43837,8503,50
Cherokee,TEXAS,52646,6616,193
Childress,TEXAS,7306,1510,20
Clay,TEXAS,10471,1379,23
Cochran,TEXAS,2853,428,16
Coke,TEXAS,3387,659,16
Coleman,TEXAS,8175,990,49
Collin,TEXAS,1034730,124827,1035
Collingsworth,TEXAS,2920,383,9
Colorado,TEXAS,21493,2470,51
Comal,TEXAS,156209,18594,426
Comanche,TEXAS,13635,2097,59
Concho,TEXAS,2726,689,10
Cooke,TEXAS,41257,4910,88
Coryell,TEXAS,75951,10324,145
Cottle,TEXAS,1398,217,9
Crane,TEXAS,4797,824,16
Crockett,TEXAS,3464,762,16
Crosby,TEXAS,5737,958,33
Culberson,TEXAS,2171,382,11
Dallam,TEXAS,7287,1163,28
Dallas,TEXAS,2635516,389318,4931
Dawson,TEXAS,12728,2061,75
DeWitt,TEXAS,20160,2909,78
Deaf Smith,TEXAS,18546,3313,70
Delta,TEXAS,5331,578,19
Denton,TEXAS,887207,101276,928
Dickens,TEXAS,2211,237,10
Dimmit,TEXAS,10124,3713,42
Donley,TEXAS,3278,542,18
Duval,TEXAS,11157,1928,54
Eastland,TEXAS,18360,2008,72
Ector,TEXAS,166223,24998,490
Edwards,TEXAS,1932,315,7
El Paso,TEXAS,839238,145433,2829
Ellis,TEXAS,184826,31652,411
Erath,TEXAS,42698,6043,93
Falls,TEXAS,17297,2566,41
Fannin,TEXAS,35514,4669,136
Fayette,TEXAS,25346,3556,88
Fisher,TEXAS,3830,402,16
Floyd,TEXAS,5712,1097,34
Foard,TEXAS,1155,178,10
Fort Bend,TEXAS,811688,95676,890
Franklin,TEXAS,10725,1254,31
Freestone,TEXAS,19717,2677,64
Frio,TEXAS,20306,3738,65
Gaines,TEXAS,21492,2048,54
Galveston,TEXAS,342139,62372,655
Garza,TEXAS,6229,678,22
Gillespie,TEXAS,26988,3404,74
Glasscock,TEXAS,1409,147,3
Goliad,TEXAS,7658,699,23
Gonzales,TEXAS,20837,3470,77
Gray,TEXAS,21886,3384,69
Grayson,TEXAS,136212,15586,445
Gregg,TEXAS,123945,18605,484
Grimes,TEXAS,28880,5048,98
Guadalupe,TEXAS,166847,23110,302
Hale,TEXAS,33406,7669,183
Hall,TEXAS,2964,528,15
Hamilton,TEXAS,8461,1258,29
Hansford,TEXAS,5399,1090,26
Hardeman,TEXAS,3933,442,13
Hardin,TEXAS,57602,10100,178
Harris,TEXAS,4713325,558618,8414
Harrison,TEXAS,66553,8871,161
Hartley,TEXAS,5576,818,2
Haskell,TEXAS,5658,554,30
Hays,TEXAS,230191,31768,367
Hemphill,TEXAS,3819,676,3
Henderson,TEXAS,82737,9412,302
Hidalgo,TEXAS,868707,115420,3347
Hill,TEXAS,36649,5637,137
Hockley,TEXAS,23021,4046,127
Hood,TEXAS,61643,9199,183
Hopkins,TEXAS,37084,5112,136
Houston,TEXAS,22968,2762,77
Howard,TEXAS,36664,5655,120
Hudspeth,TEXAS,4886,578,14
Hunt,TEXAS,98594,10389,261
Hutchinson,TEXAS,20938,3386,83
Irion,TEXAS,1536,180,2
Jack,TEXAS,8935,826,19
Jackson,TEXAS,14760,2724,48
Jasper,TEXAS,35529,3899,135
Jeff Davis,TEXAS,2274,204,6
Jefferson,TEXAS,251565,30882,636
Jim Hogg,TEXAS,5200,889,20
Jim Wells,TEXAS,40482,6954,163
Johnson,TEXAS,175817,26560,488
Jones,TEXAS,20083,3150,67
Karnes,TEXAS,15601,3802,52
Kaufman,TEXAS,136154,22819,380
Kendall,TEXAS,47431,4850,90
Kenedy,TEXAS,404,60,2
Kent,TEXAS,762,120,3
Kerr,TEXAS,52600,6272,119
Kimble,TEXAS,4337,428,11
King,TEXAS,272,14,0
Kinney,TEXAS,3667,492,8
Kleberg,TEXAS,30680,4223,125
Knox,TEXAS,3664,299,20
La Salle,TEXAS,7520,1183,36
Lamar,TEXAS,49859,8503,191
Lamb,TEXAS,12893,2929,87
Lampasas,TEXAS,21428,3420,58
Lavaca,TEXAS,20154,3109,91
Lee,TEXAS,17239,2827,49
Leon,TEXAS,17404,2381,61
Liberty,TEXAS,88219,12369,316
Limestone,TEXAS,23437,3550,104
Lipscomb,TEXAS,3233,374,12
Live Oak,TEXAS,12207,1735,34
Llano,TEXAS,21795,2495,68
Loving,TEXAS,169,8,0
Lubbock,TEXAS,310569,63877,933
Lynn,TEXAS,5951,797,26
Madison,TEXAS,14284,2407,42
Marion,TEXAS,9854,1125,44
Martin,TEXAS,5771,824,22
Mason,TEXAS,4274,518,7
Matagorda,TEXAS,36643,5934,146
Maverick,TEXAS,58722,12537,392
McCulloch,TEXAS,7984,895,30
McLennan,TEXAS,256623,40750,660
McMullen,TEXAS,743,113,7
Medina,TEXAS,51584,6653,153
Menard,TEXAS,2138,331,11
Midland,TEXAS,176832,26831,342
Milam,TEXAS,24823,3649,75
Mills,TEXAS,4873,840,26
Mitchell,TEXAS,8545,871,36
Montague,TEXAS,19818,2892,86
Montgomery,TEXAS,607391,85161,954
Moore,TEXAS,20940,3333,82
Morris,TEXAS,12388,1584,47
Motley,TEXAS,1200,148,8
Nacogdoches,TEXAS,65204,7457,212
Navarro,TEXAS,50113,8450,172
Newton,TEXAS,13595,931,47
Nolan,TEXAS,14714,2369,71
Nueces,TEXAS,362294,65435,1204
Ochiltree,TEXAS,9836,1406,32
Oldham,TEXAS,2112,332,5
Orange,TEXAS,83396,13460,249
Out of TX,TEXAS,0,0,0
Palo Pinto,TEXAS,29189,4523,107
Panola,TEXAS,23194,2853,101
Parker,TEXAS,142878,22776,271
Parmer,TEXAS,9605,1500,35
Pecos,TEXAS,15823,2119,44
Polk,TEXAS,51353,5730,181
Potter,TEXAS,117415,22544,536
Presidio,TEXAS,6704,893,27
Rains,TEXAS,12514,1440,37
Randall,TEXAS,137713,22660,328
Reagan,TEXAS,3849,556,9
Real,TEXAS,3452,492,16
Red River,TEXAS,12023,1296,46
Reeves,TEXAS,15976,3343,49
Refugio,TEXAS,6948,1176,29
Roberts,TEXAS,854,90,1
Robertson,TEXAS,17074,2856,61
Rockwall,TEXAS,104915,16832,204
Runnels,TEXAS,10264,1650,52
Rusk,TEXAS,54406,7874,155
Sabine,TEXAS,10542,917,67
San Augustine,TEXAS,8237,843,35
San Jacinto,TEXAS,28859,2730,67
San Patricio,TEXAS,66730,6757,258
San Saba,TEXAS,6055,915,26
Schleicher,TEXAS,2793,343,9
Scurry,TEXAS,16703,3134,81
Shackelford,TEXAS,3265,397,5
Shelby,TEXAS,25274,2804,99
Sherman,TEXAS,3022,294,15
Smith,TEXAS,232751,34714,683
Somervell,TEXAS,9128,1405,21
Starr,TEXAS,64633,11396,328
Stephens,TEXAS,9366,1097,32
Sterling,TEXAS,1291,162,5
Stonewall,TEXAS,1350,204,6
Sutton,TEXAS,3776,602,11
Swisher,TEXAS,7397,1373,22
Tarrant,TEXAS,2102515,346536,4304
Taylor,TEXAS,138034,21628,495
Terrell,TEXAS,776,103,3
Terry,TEXAS,12337,2003,63
Throckmorton,TEXAS,1501,111,5
Titus,TEXAS,32750,5585,98
Tom Green,TEXAS,119200,24327,360
Travis,TEXAS,1273954,115667,1349
Trinity,TEXAS,14651,1501,50
Tyler,TEXAS,21672,2388,65
Unassigned,TEXAS,0,0,0
Upshur,TEXAS,41753,5633,122
Upton,TEXAS,3657,581,13
Uvalde,TEXAS,26741,6127,92
Val Verde,TEXAS,49025,10394,236
Van Zandt,TEXAS,56590,7549,187
Victoria,TEXAS,92084,12877,315
Walker,TEXAS,72971,11642,171
Waller,TEXAS,55246,6189,70
Ward,TEXAS,11998,1796,26
Washington,TEXAS,35882,5567,121
Webb,TEXAS,276652,56033,876
Wharton,TEXAS,41556,6057,162
Wheeler,TEXAS,5056,739,12
Wichita,TEXAS,132230,21162,455
Wilbarger,TEXAS,12769,2171,58
Willacy,TEXAS,21358,4495,104
Williamson,TEXAS,590551,72737,643
Wilson,TEXAS,51070,7046,120
Winkler,TEXAS,8010,1069,27
Wise,TEXAS,69984,10720,177
Wood,TEXAS,45539,6151,197
Yoakum,TEXAS,8713,1131,30
Young,TEXAS,18010,2693,60
Zapata,TEXAS,14179,2173,41
Zavala,TEXAS,11840,2461,52
Bear River,UTAH,0,27993,137
Beaver,UTAH,6710,0,0
Box Elder,UTAH,56046,0,0
Cache,UTAH,128289,0,0
Carbon,UTAH,20463,0,0
Central Utah,UTAH,0,12560,97
Daggett,UTAH,950,0,0
Davis,UTAH,355481,50327,242
Duchesne,UTAH,19938,0,0
Emery,UTAH,10012,0,0
Garfield,UTAH,5051,0,0
Grand,UTAH,9754,0,0
Iron,UTAH,54839,0,0
Juab,UTAH,12017,0,0
Kane,UTAH,7886,0,0
Millard,UTAH,13188,0,0
Morgan,UTAH,12124,0,0
Out of UT,UTAH,0,0,0
Piute,UTAH,1479,0,0
Rich,UTAH,2483,0,0
Salt Lake,UTAH,1160437,183169,1083
San Juan,UTAH,15308,2242,40
Sanpete,UTAH,30939,0,0
Sevier,UTAH,21620,0,0
Southeast Utah,UTAH,0,5135,38
Southwest Utah,UTAH,0,38294,358
Summit,UTAH,42145,6442,18
Tooele,UTAH,72259,10622,57
TriCounty,UTAH,0,7454,58
Uintah,UTAH,35734,0,0
Unassigned,UTAH,0,1350,3
Utah,UTAH,636235,118498,506
Wasatch,UTAH,34091,5724,27
Washington,UTAH,177556,0,0
Wayne,UTAH,2711,0,0
Weber,UTAH,260213,0,0
Weber-Morgan,UTAH,0,40399,279
Addison,VERMONT,36777,1374,8
Bennington,VERMONT,35470,2748,22
Caledonia,VERMONT,29993,1484,10
Chittenden,VERMONT,163774,10229,120
Essex,VERMONT,6163,417,2
Franklin,VERMONT,49402,2745,43
Grand Isle,VERMONT,7235,314,2
Lamoille,VERMONT,25362,1125,5
Orange,VERMONT,28892,1091,4
Orleans,VERMONT,27037,2077,13
Out of VT,VERMONT,0,0,0
Rutland,VERMONT,58191,3316,26
Unassigned,VERMONT,0,23,0
Washington,VERMONT,58409,2973,18
Windham,VERMONT,42222,1981,23
Windsor,VERMONT,55062,2324,25
,VIRGIN ISLANDS,107268,6811,71
Accomack,VIRGINIA,32316,3797,69
Albemarle,VIRGINIA,109330,7560,93
Alexandria,VIRGINIA,159428,13674,147
Alleghany,VIRGINIA,14860,1947,61
Amelia,VIRGINIA,13145,1310,38
Amherst,VIRGINIA,31605,4099,53
Appomattox,VIRGINIA,15911,2238,34
Arlington,VIRGINIA,236842,17799,264
Augusta,VIRGINIA,75558,9468,110
Bath,VIRGINIA,4147,417,14
Bedford,VIRGINIA,78997,9250,132
Bland,VIRGINIA,6280,1015,13
Botetourt,VIRGINIA,33419,3452,39
Bristol,VIRGINIA,16762,2156,44
Brunswick,VIRGINIA,16231,1706,30
Buchanan,VIRGINIA,21004,2151,50
Buckingham,VIRGINIA,17148,2518,36
Buena Vista,VIRGINIA,6478,1159,22
Campbell,VIRGINIA,54885,6683,127
Caroline,VIRGINIA,30725,3607,46
Carroll,VIRGINIA,29791,3569,85
Charles City,VIRGINIA,6963,649,19
Charlotte,VIRGINIA,11880,1170,24
Charlottesville,VIRGINIA,47266,5096,57
Chesapeake,VIRGINIA,244835,27345,337
Chesterfield,VIRGINIA,352802,37238,504
Clarke,VIRGINIA,14619,1255,21
Colonial Heights,VIRGINIA,17370,2424,64
Covington,VIRGINIA,5538,725,14
Craig,VIRGINIA,5131,475,6
Culpeper,VIRGINIA,52605,6064,75
Cumberland,VIRGINIA,9932,675,13
Danville,VIRGINIA,40044,5864,168
Dickenson,VIRGINIA,14318,1445,22
Dinwiddie,VIRGINIA,28544,2906,50
Emporia,VIRGINIA,5346,841,42
Essex,VIRGINIA,10953,1139,15
Fairfax,VIRGINIA,1147532,88464,1152
Fairfax City,VIRGINIA,24019,634,20
Falls Church,VIRGINIA,14617,519,8
Fauquier,VIRGINIA,71222,6458,81
Floyd,VIRGINIA,15749,1312,24
Fluvanna,VIRGINIA,27270,2442,22
