REGION,STATE,COUNTY,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,NPOPCHG2020,NPOPCHG2021,BIRTHS2020,BIRTHS2021,DEATHS2020,DEATHS2021,NATURALCHG2020,NATURALCHG2021,INTERNATIONALMIG2020,INTERNATIONALMIG2021,DOMESTICMIG2020,DOMESTICMIG2021,NETMIG2020,NETMIG2021,RBIRTH2021,RDEATH2021,RNATURALCHG2021,RINTERNATIONALMIG2021,RDOMESTICMIG2021,RNETMIG2021
2,IOWA,Marion County,33414,33377,33380,-37,3,95,339,107,369,-12,-30,0,-4,-24,35,-24,31,10.1562383,11.05502045,-0.89878215,-0.11983762,1.048579175,0.928741555
2,IOWA,Marshall County,40105,40059,39853,-46,-206,124,480,141,547,-17,-67,5,117,-34,-260,-29,-143,12.01321454,13.69005907,-1.676844529,2.928221043,-6.507157874,-3.578936831
2,IOWA,Mills County,14484,14405,14465,-79,60,43,148,38,161,5,-13,0,3,-83,69,-83,72,10.25285764,11.15344648,-0.900588847,0.207828195,4.780048493,4.987876689
2,IOWA,Mitchell County,10565,10582,10555,17,-27,35,115,38,137,-3,-22,0,4,20,-10,20,-6,10.88139282,12.96305058,-2.081657757,0.378483229,-0.946208071,-0.567724843
2,IOWA,Monona County,8751,8742,8574,-9,-168,26,83,42,187,-16,-104,0,0,8,-63,8,-63,9.586509587,21.5985216,-12.01201201,0,-7.276507277,-7.276507277
2,IOWA,Monroe County,7577,7582,7610,5,28,22,101,36,103,-14,-2,0,0,20,28,20,28,13.29647183,13.5597683,-0.263296472,0,3.686150606,3.686150606
2,IOWA,Montgomery County,10330,10335,10322,5,-13,29,98,36,178,-7,-80,0,1,13,66,13,67,9.488309048,17.23386745,-7.745558406,0.09681948,6.390085685,6.486905165
2,IOWA,Muscatine County,43235,43113,42688,-122,-425,103,459,129,457,-26,2,-2,31,-94,-458,-96,-427,10.699176,10.6525565,0.046619503,0.722602301,-10.67586625,-9.953263948
2,IOWA,O'Brien County,14182,14154,14015,-28,-139,49,159,51,235,-2,-76,0,0,-25,-64,-25,-64,11.28900565,16.68500834,-5.396002698,0,-4.544002272,-4.544002272
2,IOWA,Osceola County,6192,6189,6159,-3,-30,21,58,31,82,-10,-24,0,2,7,-10,7,-8,9.394233884,13.28150308,-3.887269193,0.323939099,-1.619695497,-1.295756398
2,IOWA,Page County,15211,15180,15197,-31,17,19,141,49,222,-30,-81,1,12,1,84,2,96,9.283339369,14.61632156,-5.33298219,0.790071436,5.530500049,6.320571485
2,IOWA,Palo Alto County,8996,8961,8906,-35,-55,15,109,44,116,-29,-7,0,6,-6,-54,-6,-48,12.2012649,12.98483237,-0.783567471,0.671629261,-6.044663346,-5.373034085
2,IOWA,Plymouth County,25698,25681,25650,-17,-31,78,260,84,286,-6,-26,-1,8,-9,-15,-10,-7,10.1303306,11.14336366,-1.01303306,0.31170248,-0.58444215,-0.27273967
2,IOWA,Pocahontas County,7078,7075,7074,-3,-1,21,80,21,98,0,-18,0,6,-2,10,-2,16,11.30821966,13.85256909,-2.544349424,0.848116475,1.413527458,2.261643932
2,IOWA,Polk County,492401,492769,496844,368,4075,1563,6288,1173,4480,390,1808,44,579,-81,1626,-37,2205,12.70799798,9.054044359,3.653953616,1.170154394,3.286133064,4.456287458
2,IOWA,Pottawattamie County,93667,93560,93304,-107,-256,260,1028,321,1193,-61,-165,1,67,-45,-176,-44,-109,11.00265434,12.76864458,-1.765990239,0.717099067,-1.883722921,-1.166623855
2,IOWA,Poweshiek County,18662,18643,18586,-19,-57,41,146,47,238,-6,-92,0,15,-12,16,-12,31,7.843347928,12.78573155,-4.942383626,0.805823417,0.859544978,1.665368396
2,IOWA,Ringgold County,4663,4639,4639,-24,0,18,33,30,69,-12,-36,0,0,-13,36,-13,36,7.113602069,14.87389524,-7.760293167,0,7.760293167,7.760293167
2,IOWA,Sac County,9814,9791,9752,-23,-39,19,102,26,141,-7,-39,0,0,-15,0,-15,0,10.43852019,14.42971908,-3.991198895,0,0,0
2,IOWA,Scott County,174669,174488,174170,-181,-318,525,1959,478,1905,47,54,-1,112,-227,-516,-228,-404,11.23737301,10.92761388,0.309759134,0.642463388,-2.95992061,-2.317457222
2,IOWA,Shelby County,11746,11699,11770,-47,71,23,124,60,156,-37,-32,0,1,-8,103,-8,104,10.56713111,13.29413269,-2.727001577,0.085218799,8.777536325,8.862755124
2,IOWA,Sioux County,35872,35869,35893,-3,24,119,481,74,339,45,142,2,22,-50,-142,-48,-120,13.40542348,9.447897216,3.957526267,0.613137872,-3.957526267,-3.344388395
2,IOWA,Story County,98537,98615,99472,78,857,217,766,145,624,72,142,13,255,-10,442,3,697,7.733975475,6.300262006,1.433713469,2.574626301,4.462685588,7.037311888
2,IOWA,Tama County,17135,17072,16867,-63,-205,38,203,64,246,-26,-43,1,16,-38,-177,-37,-161,11.96263885,14.49659684,-2.533957983,0.942868087,-10.43047821,-9.487610124
2,IOWA,Taylor County,5896,5861,5868,-35,7,15,60,23,85,-8,-25,0,7,-26,24,-26,31,10.23105124,14.49398926,-4.262938017,1.193622645,4.092420496,5.286043141
2,IOWA,Union County,12138,12097,12018,-41,-79,30,118,55,159,-25,-41,0,7,-16,-47,-16,-40,9.786439975,13.18681319,-3.400373212,0.580551524,-3.897988804,-3.31743728
2,IOWA,Van Buren County,7203,7204,7243,1,39,24,95,29,93,-5,2,0,0,7,35,7,35,13.15151935,12.87464526,0.276874092,0,4.845296601,4.845296601
2,IOWA,Wapello County,35437,35341,35256,-96,-85,118,435,128,492,-10,-57,1,56,-87,-88,-86,-32,12.32346984,13.93826933,-1.614799496,1.58646968,-2.493023783,-0.906554103
2,IOWA,Warren County,52403,52548,53402,145,854,129,547,134,534,-5,13,0,4,150,843,150,847,10.3256253,10.08022652,0.245398773,0.075507315,15.91316659,15.9886739
2,IOWA,Washington County,22565,22511,22491,-54,-20,65,302,88,260,-23,42,2,23,-33,-87,-31,-64,13.42162571,11.555042,1.866583707,1.022176792,-3.866494822,-2.84431803
2,IOWA,Wayne County,6497,6509,6508,12,-1,30,85,19,102,11,-17,0,0,2,16,2,16,13.05984482,15.67181378,-2.611968964,0,2.458323731,2.458323731
2,IOWA,Webster County,36999,36954,37147,-45,193,120,426,140,527,-20,-101,0,25,-24,266,-24,291,11.49782054,14.22382964,-2.726009096,0.674754727,7.179390292,7.854145018
2,IOWA,Winnebago County,10679,10650,10656,-29,6,24,104,39,144,-15,-40,0,5,-15,41,-15,46,9.762508214,13.51731907,-3.754810851,0.469351356,3.848681123,4.318032479
2,IOWA,Winneshiek County,20070,20031,19892,-39,-139,48,168,53,214,-5,-46,0,13,-33,-107,-33,-94,8.416201187,10.72063723,-2.304436039,0.651253663,-5.360318613,-4.70906495
2,IOWA,Woodbury County,105941,105829,105607,-112,-222,388,1376,337,1141,51,235,2,125,-168,-599,-166,-474,13.01575891,10.79286404,2.222894871,1.182390889,-5.66601714,-4.483626251
2,IOWA,Worth County,7443,7425,7385,-18,-40,22,82,23,79,-1,3,0,0,-16,-43,-16,-43,11.07359892,10.66846725,0.405131668,0,-5.806887238,-5.806887238
2,IOWA,Wright County,12943,12914,12785,-29,-129,46,155,37,204,9,-49,0,13,-37,-92,-37,-79,12.06272618,15.87610413,-3.813377952,1.011712518,-7.159811666,-6.148099148
2,KANSAS,Kansas,2937880,2935880,2934582,-2000,-1298,8452,33670,7981,31407,471,2263,41,1355,-2511,-5241,-2470,-3886,11.47098814,10.70000964,0.770978502,0.461633173,-1.785549417,-1.323916244
2,KANSAS,Allen County,12526,12537,12464,11,-73,41,121,30,196,11,-75,0,2,1,-2,1,0,9.679612816,15.67937283,-5.99976001,0.1599936,-0.1599936,0
2,KANSAS,Anderson County,7836,7850,7778,14,-72,24,75,23,122,1,-47,0,0,14,-28,14,-28,9.598157154,15.6130023,-6.01484515,0,-3.583312004,-3.583312004
2,KANSAS,Atchison County,16348,16305,16239,-43,-66,43,179,55,188,-12,-9,0,-1,-32,-59,-32,-60,11.00049164,11.55358899,-0.553097345,-0.061455261,-3.625860374,-3.687315634
2,KANSAS,Barber County,4228,4198,4110,-30,-88,10,43,15,64,-5,-21,0,1,-25,-66,-25,-65,10.35146846,15.40683678,-5.05536832,0.240731825,-15.88830043,-15.64756861
2,KANSAS,Barton County,25493,25419,25216,-74,-203,79,285,81,353,-2,-68,3,15,-75,-151,-72,-136,11.25703565,13.94292485,-2.685889207,0.59247556,-5.964253975,-5.371778414
2,KANSAS,Bourbon County,14360,14333,14323,-27,-10,51,185,51,189,0,-4,0,3,-26,-11,-26,-8,12.91178113,13.19095477,-0.279173646,0.209380235,-0.767727527,-0.558347292
2,KANSAS,Brown County,9508,9473,9455,-35,-18,27,108,44,154,-17,-46,0,0,-18,26,-18,26,11.41166526,16.27218935,-4.860524091,0,2.747252747,2.747252747
2,KANSAS,Butler County,67380,67401,67889,21,488,194,655,188,781,6,-126,1,3,13,608,14,611,9.682903393,11.54556878,-1.862665385,0.044349176,8.988099638,9.032448814
2,KANSAS,Chase County,2572,2564,2598,-8,34,1,25,7,23,-6,2,0,1,-1,33,-1,34,9.686168152,8.9112747,0.774893452,0.387446726,12.78574196,13.17318869
2,KANSAS,Chautauqua County,3379,3386,3395,7,9,7,30,13,43,-6,-13,0,0,14,24,14,24,8.84825247,12.68249521,-3.834242737,0,7.078601976,7.078601976
2,KANSAS,Cherokee County,19362,19275,19130,-87,-145,45,204,77,356,-32,-152,0,3,-54,3,-54,6,10.62361672,18.5392527,-7.915635985,0.156229658,0.156229658,0.312459315
2,KANSAS,Cheyenne County,2616,2620,2633,4,13,8,31,5,43,3,-12,0,-2,1,27,1,25,11.80277936,16.37159718,-4.568817818,-0.761469636,10.27984009,9.518370455
2,KANSAS,Clark County,1991,1973,1977,-18,4,6,26,12,22,-6,4,0,-1,-11,1,-11,0,13.16455696,11.13924051,2.025316456,-0.506329114,0.506329114,0
2,KANSAS,Clay County,8117,8112,8077,-5,-35,10,80,23,116,-13,-36,0,1,10,-1,10,0,9.883254061,14.33071839,-4.447464328,0.123540676,-0.123540676,0
2,KANSAS,Cloud County,9032,8988,8928,-44,-60,28,100,41,138,-13,-38,0,2,-31,-25,-31,-23,11.16320607,15.40522438,-4.242018308,0.223264122,-2.790801518,-2.567537397
2,KANSAS,Coffey County,8360,8370,8338,10,-32,24,90,22,125,2,-35,0,0,9,2,9,2,10.77328226,14.96289203,-4.189609768,0,0.239406272,0.239406272
2,KANSAS,Comanche County,1689,1681,1670,-8,-11,5,12,9,25,-4,-13,0,0,-3,2,-3,2,7.162041182,14.92091913,-7.758877947,0,1.19367353,1.19367353
2,KANSAS,Cowley County,34549,34498,34496,-51,-2,95,359,120,574,-25,-215,-2,5,-22,205,-24,210,10.40670203,16.63912804,-6.232426008,0.14494014,5.942545729,6.087485868
2,KANSAS,Crawford County,38972,38930,39110,-42,180,100,411,117,466,-17,-55,0,25,-26,205,-26,230,10.53305997,11.94259354,-1.409533573,0.640697078,5.253716043,5.894413122
2,KANSAS,Decatur County,2764,2749,2751,-15,2,6,22,12,48,-6,-26,0,4,-8,25,-8,29,8,17.45454546,-9.454545455,1.454545455,9.090909091,10.54545455
2,KANSAS,Dickinson County,18402,18353,18459,-49,106,47,193,73,249,-26,-56,0,1,-22,162,-22,163,10.48571118,13.52819733,-3.042486146,0.05433011,8.801477779,8.855807889
2,KANSAS,Doniphan County,7510,7469,7471,-41,2,12,74,27,96,-15,-22,0,-2,-25,24,-25,22,9.906291834,12.85140562,-2.945113788,-0.267737617,3.212851406,2.945113789
2,KANSAS,Douglas County,118785,118814,119363,29,549,294,1009,190,854,104,155,0,83,-81,280,-81,363,8.472690478,7.171137431,1.301553047,0.696960664,2.351192601,3.048153264
2,KANSAS,Edwards County,2907,2898,2832,-9,-66,8,25,6,46,2,-21,0,0,-10,-45,-10,-45,8.72600349,16.05584642,-7.329842932,0,-15.70680628,-15.70680628
2,KANSAS,Elk County,2483,2475,2441,-8,-34,2,18,13,35,-11,-17,0,0,4,-16,4,-16,7.323026851,14.23921888,-6.916192026,0,-6.509357201,-6.509357201
2,KANSAS,Ellis County,28934,28931,28790,-3,-141,77,252,67,289,10,-37,2,19,-16,-126,-14,-107,8.731657456,10.01368653,-1.282029071,0.658339253,-4.365828728,-3.707489475
2,KANSAS,Ellsworth County,6376,6354,6336,-22,-18,15,48,27,71,-12,-23,0,3,-10,2,-10,5,7.56501182,11.18991332,-3.624901497,0.472813239,0.315208826,0.788022065
2,KANSAS,Finney County,38470,38297,38107,-173,-190,127,550,71,250,56,300,1,54,-234,-544,-233,-490,14.39715198,6.544159992,7.85299199,1.413538558,-14.24009214,-12.82655358
2,KANSAS,Ford County,34287,34206,34159,-81,-47,157,604,70,286,87,318,3,52,-174,-419,-171,-367,17.66986031,8.366854385,9.303005924,1.521246252,-12.25773422,-10.73648797
2,KANSAS,Franklin County,25996,26028,25986,32,-42,80,241,59,334,21,-93,1,2,10,44,11,46,9.266735879,12.8426962,-3.575960318,0.076902372,1.691852194,1.768754566
2,KANSAS,Geary County,36739,36747,35934,8,-813,219,878,72,228,147,650,0,-8,-142,-1428,-142,-1436,24.16037204,6.273991827,17.88638021,-0.220140064,-39.29500144,-39.51514151
2,KANSAS,Gove County,2718,2694,2755,-24,61,4,44,17,37,-13,7,0,0,-12,56,-12,56,16.14975225,13.58047348,2.569278767,0,20.55423013,20.55423013
2,KANSAS,Graham County,2415,2405,2400,-10,-5,5,17,6,33,-1,-16,0,1,-9,10,-9,11,7.075962539,13.73569199,-6.659729448,0.416233091,4.162330905,4.578563996
2,KANSAS,Grant County,7352,7327,7324,-25,-3,23,93,12,52,11,41,0,4,-37,-49,-37,-45,12.69537916,7.098491571,5.596887585,0.546037813,-6.688963211,-6.142925398
2,KANSAS,Gray County,5653,5633,5644,-20,11,18,76,17,68,1,8,0,4,-21,-2,-21,2,13.47876208,12.05994502,1.418817061,0.709408531,-0.354704265,0.354704265
2,KANSAS,Greeley County,1284,1277,1304,-7,27,2,17,4,13,-2,4,0,0,-5,23,-5,23,13.17318869,10.07361488,3.099573809,0,17.8225494,17.8225494
2,KANSAS,Greenwood County,6016,5972,5939,-44,-33,13,52,27,86,-14,-34,0,0,-30,1,-30,1,8.731424733,14.44043321,-5.70900848,0,0.167912014,0.167912014
2,KANSAS,Hamilton County,2518,2494,2484,-24,-10,11,39,8,16,3,23,0,7,-28,-39,-28,-32,15.66894335,6.428284452,9.240658899,2.812374448,-15.66894335,-12.8565689
2,KANSAS,Harper County,5485,5461,5331,-24,-130,18,62,22,106,-4,-44,0,1,-20,-86,-20,-85,11.48999259,19.64418088,-8.154188288,0.185322461,-15.93773165,-15.75240919
2,KANSAS,Harvey County,34024,33942,33817,-82,-125,89,369,117,436,-28,-67,1,21,-53,-85,-52,-64,10.89154208,12.86913916,-1.977597072,0.619843858,-2.508891808,-1.889047949
2,KANSAS,Haskell County,3780,3756,3668,-24,-88,15,65,14,26,1,39,1,5,-25,-130,-24,-125,17.51077586,7.004310345,10.50646552,1.346982759,-35.02155172,-33.67456897
2,KANSAS,Hodgeman County,1723,1718,1710,-5,-8,0,15,13,35,-13,-20,0,3,8,8,8,11,8.751458576,20.42007001,-11.66861144,1.750291715,4.667444574,6.417736289
2,KANSAS,Jackson County,13232,13230,13261,-2,31,34,170,31,155,3,15,0,2,-4,10,-4,12,12.83454758,11.7020875,1.132460081,0.150994677,0.754973387,0.905968065
2,KANSAS,Jefferson County,18368,18300,18411,-68,111,34,166,59,190,-25,-24,0,0,-42,133,-42,133,9.043610907,10.35112092,-1.307510011,0,7.245784642,7.245784642
2,KANSAS,Jewell County,2932,2926,2937,-6,11,4,20,7,36,-3,-16,0,0,-3,28,-3,28,6.822445847,12.28040252,-5.457956677,0,9.551424186,9.551424186
2,KANSAS,Johnson County,609863,610536,613219,673,2683,1687,6675,1324,5164,363,1511,19,259,288,772,307,1031,10.90904634,8.439597795,2.469448542,0.423287341,1.261690453,1.684977794
2,KANSAS,Kearny County,3983,3971,3891,-12,-80,22,51,10,38,12,13,0,1,-25,-92,-25,-91,12.97379802,9.666751463,3.307046553,0.254388196,-23.40371407,-23.14932587
2,KANSAS,Kingman County,7470,7446,7392,-24,-54,22,67,31,156,-9,-89,0,0,-14,36,-14,36,9.030866694,21.0270926,-11.99622591,0,4.852405985,4.852405985
2,KANSAS,Kiowa County,2460,2452,2392,-8,-60,4,12,5,33,-1,-21,0,0,-7,-38,-7,-38,4.954582989,13.62510322,-8.670520231,0,-15.6895128,-15.6895128
2,KANSAS,Labette County,20184,20119,19912,-65,-207,54,255,84,278,-30,-23,0,1,-34,-185,-34,-184,12.7401264,13.88923584,-1.14910944,0.04996128,-9.242836801,-9.192875521
2,KANSAS,Lane County,1574,1568,1565,-6,-3,3,6,6,27,-3,-21,0,0,-3,17,-3,17,3.830194702,17.23587616,-13.40568146,0,10.85221832,10.85221832
2,KANSAS,Leavenworth County,81881,81870,82184,-11,314,209,835,217,771,-8,64,-9,5,6,231,-3,236,10.17957502,9.399344118,0.7802309,0.060955539,2.816145903,2.877101442
2,KANSAS,Lincoln County,2939,2947,2903,8,-44,4,19,5,41,-1,-22,0,0,9,-22,9,-22,6.495726496,14.01709402,-7.521367521,0,-7.521367521,-7.521367521
2,KANSAS,Linn County,9591,9582,9747,-9,165,28,98,30,123,-2,-25,0,0,-7,193,-7,193,10.14020384,12.72699053,-2.586786694,0,19.96999327,19.96999327
2,KANSAS,Logan County,2762,2743,2722,-19,-21,9,27,10,21,-1,6,0,0,-19,-26,-19,-26,9.881061299,7.685269899,2.1957914,0,-9.515096066,-9.515096066
2,KANSAS,Lyon County,32179,32100,31998,-79,-102,84,353,89,333,-5,20,0,44,-75,-169,-75,-125,11.01438422,10.39033979,0.624044432,1.37289775,-5.27317545,-3.9002777
2,KANSAS,McPherson County,30223,30160,30146,-63,-14,63,289,105,402,-42,-113,1,2,-21,93,-20,95,9.584452625,13.33200677,-3.747554141,0.066328392,3.084270222,3.150598614
2,KANSAS,Marion County,11823,11754,11712,-69,-42,21,113,53,168,-32,-55,0,2,-36,9,-36,11,9.630955425,14.3185886,-4.687633171,0.170459388,0.767067246,0.937526634
2,KANSAS,Marshall County,10038,10014,9979,-24,-35,20,112,31,160,-11,-48,0,1,-12,11,-12,12,11.20392137,16.00560196,-4.801680588,0.100035012,1.100385135,1.200420147
2,KANSAS,Meade County,4055,4045,4022,-10,-23,11,63,19,31,-8,32,0,2,-3,-57,-3,-55,15.61918929,7.685632825,7.933556465,0.495847279,-14.13164745,-13.63580017
2,KANSAS,Miami County,34191,34183,34593,-8,410,75,305,90,338,-15,-33,0,6,8,438,8,444,8.869373037,9.82901012,-0.959637083,0.17447947,12.73700128,12.91148075
2,KANSAS,Mitchell County,5796,5764,5748,-32,-16,13,81,30,108,-17,-27,0,0,-14,10,-14,10,14.07227241,18.76302988,-4.69075747,0,1.737317582,1.737317582
2,KANSAS,Montgomery County,31486,31360,31156,-126,-204,73,313,120,457,-47,-144,0,11,-77,-76,-77,-65,10.01343656,14.62025721,-4.606820654,0.351909911,-2.431377567,-2.079467656
2,KANSAS,Morris County,5386,5360,5356,-26,-4,8,31,19,80,-11,-49,0,2,-15,44,-15,46,5.785740948,14.93094438,-9.145203434,0.37327361,8.21201941,8.58529302
2,KANSAS,Morton County,2701,2695,2692,-6,-3,16,51,23,38,-7,13,0,2,2,-18,2,-16,18.93447188,14.10803787,4.826434008,0.742528309,-6.68275478,-5.940226471
2,KANSAS,Nemaha County,10273,10218,10216,-55,-2,23,121,51,112,-28,9,0,0,-27,-13,-27,-13,11.84300675,10.96212195,0.8808848,0,-1.272389155,-1.272389155
2,KANSAS,Neosho County,15904,15909,15784,5,-125,49,176,48,230,1,-54,0,14,5,-87,5,-73,11.1065535,14.51424605,-3.40769255,0.883475846,-5.490171331,-4.606695485
2,KANSAS,Ness County,2687,2678,2672,-9,-6,4,23,7,43,-3,-20,0,3,-6,10,-6,13,8.598130841,16.07476636,-7.476635514,1.121495327,3.738317757,4.859813084
2,KANSAS,Norton County,5459,5435,5342,-24,-93,15,46,28,77,-13,-31,0,0,-10,-62,-10,-62,8.536698525,14.28969101,-5.752992484,0,-11.50598497,-11.50598497
2,KANSAS,Osage County,15766,15724,15768,-42,44,35,157,58,221,-23,-64,0,0,-18,108,-18,108,9.970786231,14.03531056,-4.064524324,0,6.858884796,6.858884796
2,KANSAS,Osborne County,3500,3494,3498,-6,4,7,40,12,42,-5,-2,0,0,0,6,0,6,11.4416476,12.01372998,-0.57208238,0,1.71624714,1.71624714
2,KANSAS,Ottawa County,5735,5733,5838,-2,105,15,61,19,87,-4,-26,0,1,2,132,2,133,10.54360038,15.03759399,-4.493993605,0.172845908,22.81565984,22.98850575
2,KANSAS,Pawnee County,6253,6244,6225,-9,-19,18,62,29,94,-11,-32,0,0,3,13,3,13,9.944662764,15.07739193,-5.132729168,0,2.085171225,2.085171225
2,KANSAS,Phillips County,4981,4953,4815,-28,-138,11,48,24,81,-13,-33,0,1,-15,-104,-15,-103,9.828009828,16.58476659,-6.756756757,0.204750205,-21.29402129,-21.08927109
2,KANSAS,Pottawatomie County,25348,25392,25790,44,398,79,321,58,212,21,109,0,-1,24,289,24,288,12.54347231,8.284162401,4.259309914,-0.039076238,11.29303271,11.25395647
2,KANSAS,Pratt County,9157,9151,9181,-6,30,21,93,24,135,-3,-42,0,0,-2,72,-2,72,10.14619245,14.72834388,-4.582151429,0,7.855116736,7.855116736
2,KANSAS,Rawlins County,2561,2555,2549,-6,-6,6,22,12,30,-6,-8,0,0,0,2,0,2,8.620689655,11.75548589,-3.134796238,0,0.78369906,0.78369906
2,KANSAS,Reno County,61898,61808,61414,-90,-394,158,601,229,840,-71,-239,-2,6,-14,-169,-16,-163,9.754751587,13.63392901,-3.87917742,0.097385207,-2.743016669,-2.645631462
2,KANSAS,Republic County,4674,4680,4662,6,-18,16,42,9,100,7,-58,1,0,-2,41,-1,41,8.99165061,21.40869193,-12.41704132,0,8.777563691,8.777563691
2,KANSAS,Rice County,9427,9374,9390,-53,16,25,87,37,111,-12,-24,0,2,-41,37,-41,39,9.273076103,11.83116606,-2.558089959,0.213174163,3.943722021,4.156896184
2,KANSAS,Riley County,71959,71996,72208,37,212,203,742,110,446,93,296,-1,72,-60,-167,-61,-95,10.29097667,6.185681396,4.105295276,0.998585337,-2.316163213,-1.317577876
2,KANSAS,Rooks County,4919,4894,4831,-25,-63,12,39,14,94,-2,-55,0,0,-23,-7,-23,-7,8.020565553,19.33161954,-11.31105398,0,-1.439588689,-1.439588689
2,KANSAS,Rush County,2956,2944,2953,-12,9,10,27,12,47,-2,-20,0,0,-10,29,-10,29,9.157198576,15.94030863,-6.783110056,0,9.835509581,9.835509581
2,KANSAS,Russell County,6691,6672,6703,-19,31,19,59,27,115,-8,-56,0,-1,-10,90,-10,89,8.822429907,17.19626168,-8.373831776,-0.14953271,13.45794393,13.30841122
2,KANSAS,Saline County,54303,54232,53888,-71,-344,179,664,168,663,11,1,0,14,-81,-361,-81,-347,12.28264891,12.26415094,0.018497965,0.258971513,-6.677765446,-6.418793933
2,KANSAS,Scott County,5151,5137,5131,-14,-6,18,72,16,59,2,13,0,0,-17,-20,-17,-20,14.02415271,11.49201402,2.532138683,0,-3.895597974,-3.895597974
2,KANSAS,Sedgwick County,523824,524246,523828,422,-418,1523,6527,1393,5570,130,957,20,276,266,-1736,286,-1460,12.4552274,10.62902047,1.826206928,0.526680368,-3.312743184,-2.786062816
2,KANSAS,Seward County,21964,21832,21747,-132,-85,86,360,44,138,42,222,-1,21,-177,-326,-178,-305,16.52171918,6.333325684,10.18839349,0.963766952,-14.96133459,-13.99756764
2,KANSAS,Shawnee County,178909,178608,178264,-301,-344,514,1992,565,2255,-51,-263,0,36,-244,-153,-244,-117,11.16366653,12.63758434,-1.473917819,0.20175301,-0.85745029,-0.655697281
2,KANSAS,Sheridan County,2447,2442,2478,-5,36,7,37,11,29,-4,8,0,0,0,28,0,28,15.04065041,11.78861789,3.25203252,0,11.38211382,11.38211382
2,KANSAS,Sherman County,5927,5882,5895,-45,13,17,77,25,85,-8,-8,-1,0,-35,20,-36,20,13.07633523,14.43491551,-1.358580284,0,3.396450709,3.396450709
2,KANSAS,Smith County,3570,3559,3576,-11,17,11,29,19,46,-8,-17,0,0,-3,35,-3,35,8.128941836,12.8941836,-4.765241766,0,9.810791871,9.810791871
2,KANSAS,Stafford County,4072,4064,4034,-8,-30,15,50,20,48,-5,2,0,-1,-4,-30,-4,-31,12.34872808,11.85477896,0.493949123,-0.246974562,-7.409236849,-7.65621141
2,KANSAS,Stanton County,2084,2072,2044,-12,-28,2,23,9,15,-7,8,0,1,-5,-37,-5,-36,11.17589893,7.288629738,3.887269193,0.485908649,-17.97862002,-17.49271137
2,KANSAS,Stevens County,5250,5236,5293,-14,57,13,55,10,43,3,12,-1,7,-15,38,-16,45,10.44733593,8.167917181,2.279418748,1.329660937,7.218159369,8.547820306
2,KANSAS,Sumner County,22382,22332,22385,-50,53,70,253,69,305,1,-52,0,0,-51,103,-51,103,11.31560704,13.64134446,-2.325737415,0,4.606749111,4.606749111
2,KANSAS,Thomas County,7930,7916,7877,-14,-39,19,92,21,92,-2,0,0,-1,-12,-39,-12,-40,11.65073134,11.65073134,0,-0.126638384,-4.93889698,-5.065535364
2,KANSAS,Trego County,2808,2808,2793,0,-15,9,27,7,43,2,-16,0,1,-1,0,-1,1,9.641135512,15.354401,-5.713265488,0.357079093,0,0.357079093
2,KANSAS,Wabaunsee County,6877,6885,6966,8,81,23,75,15,73,8,2,0,1,1,78,1,79,10.82954299,10.54075518,0.288787813,0.144393907,11.26272471,11.40711862
2,KANSAS,Wallace County,1512,1514,1508,2,-6,5,14,2,13,3,1,0,0,-1,-6,-1,-6,9.265387161,8.603573792,0.661813369,0,-3.970880212,-3.970880212
2,KANSAS,Washington County,5530,5526,5511,-4,-15,15,70,17,80,-2,-10,0,0,-3,-5,-3,-5,12.68460632,14.49669294,-1.812086618,0,-0.906043309,-0.906043309
2,KANSAS,Wichita County,2152,2144,2082,-8,-62,7,22,4,16,3,6,0,2,-12,-68,-12,-66,10.41173687,7.572172267,2.8395646,0.946521533,-32.18173213,-31.2352106
2,KANSAS,Wilson County,8624,8577,8526,-47,-51,28,90,30,125,-2,-35,0,0,-44,-13,-44,-13,10.52446939,14.6173186,-4.092849208,0,-1.520201134,-1.520201134
2,KANSAS,Woodson County,3115,3103,3102,-12,-1,11,28,8,47,3,-19,0,0,-14,18,-14,18,9.024979855,15.14907333,-6.124093473,0,5.801772764,5.801772764
2,KANSAS,Wyandotte County,169245,168873,167046,-372,-1827,616,2452,445,1725,171,727,4,250,-555,-2788,-551,-2538,14.59875744,10.27033303,4.328424412,1.488454062,-16.5992397,-15.11078564
3,KENTUCKY,Kentucky,4505836,4503958,4509394,-1878,5436,12456,50725,14557,56853,-2101,-6128,34,1182,258,10022,292,11204,11.25552403,12.61528453,-1.359760498,0.262277563,2.223811963,2.486089526
3,KENTUCKY,Adair County,18903,18870,18932,-33,62,46,193,95,282,-49,-89,0,4,17,146,17,150,10.21109994,14.91984551,-4.708745569,0.211629014,7.724459023,7.936088038
3,KENTUCKY,Allen County,20588,20595,20797,7,202,65,237,57,302,8,-65,0,1,0,266,0,267,11.45148821,14.59219173,-3.140703518,0.048318516,12.85272516,12.90104368
3,KENTUCKY,Anderson County,23852,23869,24035,17,166,67,240,76,277,-9,-37,0,0,25,204,25,204,10.02004008,11.56479626,-1.544756179,0,8.517034068,8.517034068
3,KENTUCKY,Ballard County,7728,7724,7695,-4,-29,17,70,17,115,0,-45,0,0,-3,14,-3,14,9.079706855,14.91666126,-5.836954407,0,1.815941371,1.815941371
