County,State,Population,Total_cases,Total_deaths
Autauga,Alabama,55869,9780,142
Baldwin,Alabama,223234,36579,518
Barbour,Alabama,24686,3519,71
Bibb,Alabama,22394,4157,83
Blount,Alabama,57826,9870,162
Bullock,Alabama,10101,1507,44
Butler,Alabama,19448,3210,91
Calhoun,Alabama,113605,21719,433
Chambers,Alabama,33254,5493,138
Cherokee,Alabama,26196,2950,57
Chilton,Alabama,44428,6476,146
Choctaw,Alabama,12589,777,27
Clarke,Alabama,23622,4687,80
Clay,Alabama,13235,2326,66
Cleburne,Alabama,14910,2434,53
Coffee,Alabama,52342,9065,183
Colbert,Alabama,55241,8640,187
Conecuh,Alabama,12067,1835,49
Coosa,Alabama,10663,1741,36
Covington,Alabama,37049,6550,170
Crenshaw,Alabama,13772,2410,72
Cullman,Alabama,83768,14938,278
Dale,Alabama,49172,8735,178
Dallas,Alabama,37196,4760,190
DeKalb,Alabama,71513,12343,248
Elmore,Alabama,81209,14709,273
Escambia,Alabama,36633,6646,124
Etowah,Alabama,102268,19564,474
Fayette,Alabama,16302,2836,74
Franklin,Alabama,31362,5876,103
Geneva,Alabama,26271,4498,121
Greene,Alabama,8111,1228,44
Hale,Alabama,14651,2943,86
Henry,Alabama,17205,3058,61
Houston,Alabama,105882,17040,391
Jackson,Alabama,51626,9551,164
Jefferson,Alabama,658573,112903,1815
Lamar,Alabama,13805,2025,45
Lauderdale,Alabama,92729,13786,284
Lawrence,Alabama,32924,4173,109
Lee,Alabama,164542,22910,228
Limestone,Alabama,98915,14882,193
Lowndes,Alabama,9726,1719,60
Macon,Alabama,18068,2246,58
Madison,Alabama,372909,51041,649
Marengo,Alabama,18863,3292,88
Marion,Alabama,29709,4873,125
Marshall,Alabama,96774,18042,282
Mobile,Alabama,413210,71400,1269
Monroe,Alabama,20733,3241,58
Montgomery,Alabama,226486,33540,694
Morgan,Alabama,119679,20202,346
Out of AL,Alabama,0,0,0
Perry,Alabama,8923,1368,38
Pickens,Alabama,19930,3101,77
Pike,Alabama,33114,4668,101
Randolph,Alabama,22722,3191,58
Russell,Alabama,57961,6160,57
Shelby,Alabama,217702,36773,322
St. Clair,Alabama,89512,15653,326
Sumter,Alabama,12427,1256,37
Talladega,Alabama,79978,13303,253
Tallapoosa,Alabama,40367,6828,189
Tuscaloosa,Alabama,209355,34420,567
Unassigned,Alabama,0,0,0
Walker,Alabama,63521,10791,341
Washington,Alabama,16326,2477,49
Wilcox,Alabama,10373,1641,37
Winston,Alabama,23629,4337,98
Aleutians East,Alaska,3337,430,3
Aleutians West,Alaska,5634,913,1
Anchorage,Alaska,288000,48255,279
Bethel,Alaska,18386,5196,25
Bristol Bay,Alaska,836,0,0
Bristol Bay plus Lake and Peninsula,Alaska,1592,370,0
Chugach,Alaska,6751,948,3
Copper River,Alaska,2699,479,1
Denali,Alaska,2097,239,1
Dillingham,Alaska,4916,616,5
Fairbanks North Star,Alaska,96849,13125,66
Haines,Alaska,2530,216,0
Hoonah-Angoon,Alaska,2148,0,0
Juneau,Alaska,31974,3281,9
Kenai Peninsula,Alaska,58708,8948,43
Ketchikan Gateway,Alaska,13901,1475,8
Kodiak Island,Alaska,12998,2128,7
Kusilvak,Alaska,8314,1810,5
Matanuska-Susitna,Alaska,108317,18237,84
Nome,Alaska,10004,1070,0
North Slope,Alaska,9832,2338,5
Northwest Arctic,Alaska,7621,1267,4
Out of AK,Alaska,0,0,0
Petersburg,Alaska,3266,255,3
Prince of Wales-Hyder,Alaska,6203,468,5
Sitka,Alaska,8493,1124,5
Skagway,Alaska,1183,72,0
Southeast Fairbanks,Alaska,6893,1060,9
Unassigned,Alaska,0,485,0
Valdez-Cordova,Alaska,9202,0,0
Wrangell,Alaska,2502,142,0
Yakutat,Alaska,579,164,2
Yukon-Koyukuk,Alaska,5230,592,5
,American Samoa,55641,0,0
Apache,Arizona,71887,13172,474
Cochise,Arizona,125922,14494,330
Coconino,Arizona,143476,21564,349
Gila,Arizona,54018,9058,262
Graham,Arizona,38837,7025,101
Greenlee,Arizona,9498,976,15
La Paz,Arizona,21108,3040,92
Maricopa,Arizona,4485414,700319,11558
Mohave,Arizona,212181,31476,936
Navajo,Arizona,110924,19857,598
Out of AZ,Arizona,0,0,0
Pima,Arizona,1047279,136151,2660
Pinal,Arizona,462789,69272,1022
Santa Cruz,Arizona,46498,8824,190
Unassigned,Arizona,0,0,0
Yavapai,Arizona,235099,26387,645
Yuma,Arizona,213787,40807,905
Arkansas,Arkansas,17486,3397,56
Ashley,Arkansas,19657,3109,42
Baxter,Arkansas,41932,5701,170
Benton,Arkansas,279141,40914,580
Boone,Arkansas,37432,6054,114
Bradley,Arkansas,10763,1930,37
Calhoun,Arkansas,5189,583,7
Carroll,Arkansas,28380,4202,67
Chicot,Arkansas,10118,1993,44
Clark,Arkansas,22320,3133,51
Clay,Arkansas,14551,2623,59
Cleburne,Arkansas,24919,3567,88
Cleveland,Arkansas,7956,1356,32
Columbia,Arkansas,23457,3305,66
Conway,Arkansas,20846,3091,42
Craighead,Arkansas,110332,20918,236
Crawford,Arkansas,63257,10380,165
Crittenden,Arkansas,47955,8553,123
Cross,Arkansas,16419,2849,59
Dallas,Arkansas,7009,1122,18
Desha,Arkansas,11361,1842,29
Drew,Arkansas,18219,2811,54
Faulkner,Arkansas,126007,19049,214
Franklin,Arkansas,17715,2664,52
Fulton,Arkansas,12477,1654,55
Garland,Arkansas,99386,15654,372
Grant,Arkansas,18265,2831,47
Greene,Arkansas,45325,9732,116
Hempstead,Arkansas,21532,2852,26
Hot Spring,Arkansas,33771,7396,105
Howard,Arkansas,13202,2337,30
Independence,Arkansas,37825,6040,152
Izard,Arkansas,13629,2398,55
Jackson,Arkansas,16719,4041,42
Jefferson,Arkansas,66824,12221,225
Johnson,Arkansas,26578,4462,56
Lafayette,Arkansas,6624,821,13
Lawrence,Arkansas,16406,3160,53
Lee,Arkansas,8857,2052,47
Lincoln,Arkansas,13024,3621,55
Little River,Arkansas,12259,1956,47
Logan,Arkansas,21466,3474,36
Lonoke,Arkansas,73309,11659,171
Madison,Arkansas,16576,2417,35
Marion,Arkansas,16694,2091,55
Miller,Arkansas,43257,6243,47
Mississippi,Arkansas,40651,8007,130
Monroe,Arkansas,6701,1173,21
Montgomery,Arkansas,8986,1105,41
Nevada,Arkansas,8252,1308,30
Newton,Arkansas,7753,1150,34
Ouachita,Arkansas,23382,3361,75
Out of AR,Arkansas,0,0,0
Perry,Arkansas,10455,1469,20
Phillips,Arkansas,17782,3120,71
Pike,Arkansas,10718,1646,35
Poinsett,Arkansas,23528,4770,97
Polk,Arkansas,19964,2876,101
Pope,Arkansas,64072,11665,150
Prairie,Arkansas,8062,1271,28
Pulaski,Arkansas,391911,57584,880
Randolph,Arkansas,17958,3179,51
Saline,Arkansas,122437,18134,237
Scott,Arkansas,10281,1667,25
Searcy,Arkansas,7881,1233,24
Sebastian,Arkansas,127827,21674,347
Sevier,Arkansas,17007,3711,36
Sharp,Arkansas,17442,2716,62
St. Francis,Arkansas,24994,4688,59
Stone,Arkansas,12506,1618,40
Unassigned,Arkansas,0,5123,0
Union,Arkansas,38682,5532,128
Van Buren,Arkansas,16545,2121,37
Washington,Arkansas,239187,43510,455
White,Arkansas,78753,12795,182
Woodruff,Arkansas,6320,1066,23
Yell,Arkansas,21341,4532,76
Alameda,California,1671329,117998,1349
Alpine,California,1129,102,0
Amador,California,39752,5166,61
Butte,California,219186,22456,243
Calaveras,California,45905,3634,72
Colusa,California,21547,2968,18
Contra Costa,California,1153526,97417,933
Del Norte,California,27812,3495,39
El Dorado,California,192843,16470,136
Fresno,California,999101,139735,1964
Glenn,California,28393,4172,30
Humboldt,California,135558,8686,98
Imperial,California,181215,34871,757
Inyo,California,18039,1773,39
Kern,California,900202,139554,1547
Kings,California,152940,31172,301
Lake,California,64386,6301,97
Lassen,California,30573,7236,36
Los Angeles,California,10039107,1463039,26153
Madera,California,157327,22597,269
Marin,California,258826,17349,242
Mariposa,California,17203,1110,13
Mendocino,California,86749,7239,84
Merced,California,277680,40560,552
Modoc,California,8841,635,8
Mono,California,14444,1556,5
Monterey,California,434061,50208,571
Napa,California,137744,12522,96
Nevada,California,99755,8763,87
Orange,California,3175692,319458,5436
Out of CA,California,0,0,0
Placer,California,398329,37742,381
Plumas,California,18807,1327,6
Riverside,California,2470546,363950,4895
Sacramento,California,1552058,153980,2187
San Benito,California,62808,7211,71
San Bernardino,California,2180085,351963,5540
San Diego,California,3338330,358126,4081
San Francisco,California,881549,52919,634
San Joaquin,California,762148,99770,1646
San Luis Obispo,California,283111,29075,323
San Mateo,California,766573,53106,616
Santa Barbara,California,446499,44048,508
Santa Clara,California,1927852,142386,1862
Santa Cruz,California,273213,20514,214
Shasta,California,180080,22166,303
Sierra,California,3005,146,0
Siskiyou,California,43539,4204,42
Solano,California,447643,44940,321
Sonoma,California,494336,40001,386
Stanislaus,California,550660,82812,1284
Sutter,California,96971,13438,160
Tehama,California,65084,8743,93
Trinity,California,12285,798,10
Tulare,California,466195,75912,908
Tuolumne,California,54478,6439,93
Unassigned,California,0,116,0
Ventura,California,846006,99135,1148
Yolo,California,220500,19644,242
Yuba,California,78668,9566,66
Adams,Colorado,517421,70930,799
Alamosa,Colorado,16233,2173,42
Arapahoe,Colorado,656590,74128,813
Archuleta,Colorado,14029,1371,4
Baca,Colorado,3581,398,5
Bent,Colorado,5577,1622,23
Boulder,Colorado,326196,28628,244
Broomfield,Colorado,70465,6198,78
Chaffee,Colorado,20356,2103,28
Cheyenne,Colorado,1831,160,7
Clear Creek,Colorado,9700,702,4
Conejos,Colorado,8205,893,30
Costilla,Colorado,3887,339,6
Crowley,Colorado,6061,2310,20
Custer,Colorado,5068,312,6
Delta,Colorado,31162,3493,79
Denver,Colorado,727211,86035,908
Dolores,Colorado,2055,191,1
Douglas,Colorado,351154,37372,270
Eagle,Colorado,55127,7914,31
El Paso,Colorado,720403,92151,1017
Elbert,Colorado,26729,2438,19
Fremont,Colorado,47839,7499,75
Garfield,Colorado,60061,7263,59
Gilpin,Colorado,6243,402,3
Grand,Colorado,15734,2025,10
Gunnison,Colorado,17462,1746,9
Hinsdale,Colorado,820,53,0
Huerfano,Colorado,6897,571,18
Jackson,Colorado,1392,93,0
Jefferson,Colorado,582881,58370,868
Kiowa,Colorado,1406,122,4
Kit Carson,Colorado,7097,855,14
La Plata,Colorado,56221,5318,51
Lake,Colorado,8127,959,1
Larimer,Colorado,356899,35415,282
Las Animas,Colorado,14506,1646,20
Lincoln,Colorado,5701,1229,6
Logan,Colorado,22409,4429,75
Mesa,Colorado,154210,21665,297
Mineral,Colorado,769,116,1
Moffat,Colorado,13283,1712,32
Montezuma,Colorado,26183,2662,33
Montrose,Colorado,42758,4721,77
Morgan,Colorado,29068,3131,97
Otero,Colorado,18278,2356,75
Ouray,Colorado,4952,390,5
Out of CO,Colorado,0,0,0
Park,Colorado,18845,1197,7
Phillips,Colorado,4265,471,14
Pitkin,Colorado,17767,3008,5
Prowers,Colorado,12172,1491,26
Pueblo,Colorado,168424,22702,460
Rio Blanco,Colorado,6324,855,8
Rio Grande,Colorado,11267,1240,20
Routt,Colorado,25638,3094,22
Saguache,Colorado,6824,578,7
San Juan,Colorado,728,90,1
San Miguel,Colorado,8179,1096,3
Sedgwick,Colorado,2248,278,4
Summit,Colorado,31011,4540,10
Teller,Colorado,25388,2467,24
Unassigned,Colorado,0,95,0
Washington,Colorado,4908,532,14
Weld,Colorado,324492,42091,405
Yuma,Colorado,10019,1083,18
Fairfield,Connecticut,943332,110458,2285
Hartford,Connecticut,891720,95624,2549
Litchfield,Connecticut,180333,16515,313
Middlesex,Connecticut,162436,14465,388
New Haven,Connecticut,854757,102740,2214
New London,Connecticut,265206,26428,484
Out of CT,Connecticut,0,0,0
Tolland,Connecticut,150721,10967,196
Unassigned,Connecticut,0,1329,11
Windham,Connecticut,116782,12540,210
Kent,Delaware,180786,24035,413
New Castle,Delaware,558753,77190,967
Out of DE,Delaware,0,0,0
Sussex,Delaware,234225,33059,592
Unassigned,Delaware,0,335,0
,Diamond Princess,0,49,0
District of Columbia,District of Columbia,705749,61331,1176
Out of DC,District of Columbia,0,0,0
Unassigned,District of Columbia,0,0,0
Alachua,Florida,269043,38898,285
Baker,Florida,29210,5945,62
Bay,Florida,174705,32102,394
Bradford,Florida,28201,5294,58
Brevard,Florida,601942,79992,914
Broward,Florida,1952778,352795,3079
Calhoun,Florida,14105,2972,45
Charlotte,Florida,188910,22724,437
Citrus,Florida,149657,20117,463
Clay,Florida,219252,33261,352
Collier,Florida,384902,57183,551
Columbia,Florida,71686,14748,170
DeSoto,Florida,38001,6801,97
Dixie,Florida,16826,2881,24
Duval,Florida,957755,163630,1483
Escambia,Florida,318316,56440,706
Flagler,Florida,115081,14174,114
Franklin,Florida,12125,2242,20
Gadsden,Florida,45660,8516,99
Gilchrist,Florida,18582,3097,44
Glades,Florida,13811,1399,19
Gulf,Florida,13639,2971,45
Hamilton,Florida,14428,2691,25
Hardee,Florida,26937,5954,45
Hendry,Florida,42022,7872,87
Hernando,Florida,193920,28135,482
Highlands,Florida,106221,15652,366
Hillsborough,Florida,1471968,236927,1832
Holmes,Florida,19617,3784,49
Indian River,Florida,159923,21913,306
Jackson,Florida,46414,9982,158
Jefferson,Florida,14246,2444,28
Lafayette,Florida,8422,2165,26
Lake,Florida,367118,53497,663
Lee,Florida,770577,124919,1009
Leon,Florida,293582,50512,332
Levy,Florida,41503,6863,56
Liberty,Florida,8354,1788,16
Madison,Florida,18493,3560,45
Manatee,Florida,403253,64427,689
Marion,Florida,365579,55772,996
Martin,Florida,161000,19903,335
Miami-Dade,Florida,2716940,668562,6472
Monroe,Florida,74228,10672,52
Nassau,Florida,88625,15255,127
Okaloosa,Florida,210738,34008,367
Okeechobee,Florida,42168,7375,89
Orange,Florida,1393452,225612,1310
Osceola,Florida,375751,70886,529
Out of FL,Florida,0,0,0
Palm Beach,Florida,1496770,222781,2883
Pasco,Florida,553947,78006,802
Pinellas,Florida,974996,133599,1671
Polk,Florida,724777,126378,1387
Putnam,Florida,74521,12564,160
Santa Rosa,Florida,184313,32066,291
Sarasota,Florida,433742,55837,844
Seminole,Florida,471826,60983,516
St. Johns,Florida,264672,40033,221
St. Lucie,Florida,328297,46984,657
Sumter,Florida,132420,14273,284
Suwannee,Florida,44417,9100,140
Taylor,Florida,21569,4500,48
Unassigned,Florida,0,2961,18326
Union,Florida,15237,3036,74
Volusia,Florida,553284,74285,846
Wakulla,Florida,33739,6311,56
Walton,Florida,74071,12587,89
Washington,Florida,25473,4510,52
Appling,Georgia,18386,3358,91
Atkinson,Georgia,8165,1517,29
Bacon,Georgia,11164,2404,53
Baker,Georgia,3038,361,14
Baldwin,Georgia,44890,6525,170
Banks,Georgia,19234,2646,56
Barrow,Georgia,83240,14154,178
Bartow,Georgia,107738,19780,312
Ben Hill,Georgia,16700,3150,94
Berrien,Georgia,19397,3417,59
Bibb,Georgia,153159,24754,578
Bleckley,Georgia,12873,2258,65
Brantley,Georgia,19109,3046,77
Brooks,Georgia,15457,2377,63
Bryan,Georgia,39627,6132,57
Bulloch,Georgia,79608,11037,174
Burke,Georgia,22383,3666,73
Butts,Georgia,24936,4500,98
Calhoun,Georgia,6189,820,20
Camden,Georgia,54666,7614,86
Candler,Georgia,10803,1543,80
Carroll,Georgia,119992,16016,286
Catoosa,Georgia,67580,9077,92
Charlton,Georgia,13392,2148,52
Chatham,Georgia,289430,37537,607
Chattahoochee,Georgia,10907,5430,17
Chattooga,Georgia,24789,4383,91
Cherokee,Georgia,258773,42219,410
Clarke,Georgia,128331,19602,166
Clay,Georgia,2834,311,5
Clayton,Georgia,292256,37982,646
Clinch,Georgia,6618,1391,33
Cobb,Georgia,760141,105524,1287
Coffee,Georgia,43273,7617,206
Colquitt,Georgia,45600,7237,167
Columbia,Georgia,156714,24103,262
Cook,Georgia,17270,3554,55
Coweta,Georgia,148509,20169,308
Crawford,Georgia,12404,1092,37
Crisp,Georgia,22372,3071,105
Dade,Georgia,16116,2066,17
Dawson,Georgia,26108,4502,61
DeKalb,Georgia,759297,87954,1208
Decatur,Georgia,26404,4607,94
Dodge,Georgia,20605,3516,118
Dooly,Georgia,13390,1601,53
Dougherty,Georgia,87956,11947,376
Douglas,Georgia,146343,21524,265
Early,Georgia,10190,1794,56
Echols,Georgia,4006,706,9
Effingham,Georgia,64296,8606,142
Elbert,Georgia,19194,3124,81
Emanuel,Georgia,22646,4316,104
Evans,Georgia,10654,1568,46
Fannin,Georgia,26188,3614,98
Fayette,Georgia,114421,12747,209
Floyd,Georgia,98498,17696,317
Forsyth,Georgia,244252,32583,237
Franklin,Georgia,23349,3786,74
Fulton,Georgia,1063937,128086,1639
Gilmer,Georgia,31369,4411,123
Glascock,Georgia,2971,398,19
Glynn,Georgia,85292,15092,316
Gordon,Georgia,57963,10923,175
Grady,Georgia,24633,3492,83
Greene,Georgia,18324,2622,69
Gwinnett,Georgia,936250,127827,1350
Habersham,Georgia,45328,7060,182
Hall,Georgia,204441,36449,581
Hancock,Georgia,8457,1115,77
Haralson,Georgia,29792,3687,104
Harris,Georgia,35236,3581,75
Hart,Georgia,26205,3385,62
Heard,Georgia,11923,1446,32
Henry,Georgia,234561,36812,441
Houston,Georgia,157863,24287,337
Irwin,Georgia,9416,1403,32
Jackson,Georgia,72977,14210,189
Jasper,Georgia,14219,2076,53
Jeff Davis,Georgia,15115,2871,55
Jefferson,Georgia,15362,2601,80
Jenkins,Georgia,8676,1177,50
Johnson,Georgia,9643,1516,57
Jones,Georgia,28735,3346,82
Lamar,Georgia,19077,3328,82
Lanier,Georgia,10423,1433,15
Laurens,Georgia,47546,8860,221
Lee,Georgia,29992,4535,76
Liberty,Georgia,61435,7166,89
Lincoln,Georgia,7921,1138,32
Long,Georgia,19559,1622,20
Lowndes,Georgia,117406,20787,283
Lumpkin,Georgia,33610,4646,91
Macon,Georgia,12947,1290,39
Madison,Georgia,29880,4808,65
Marion,Georgia,8359,935,34
McDuffie,Georgia,21312,3417,67
McIntosh,Georgia,14378,1678,28
Meriwether,Georgia,21167,2899,100
Miller,Georgia,5718,1176,19
Mitchell,Georgia,21863,3251,97
Monroe,Georgia,27578,4033,139
Montgomery,Georgia,9172,1460,35
Morgan,Georgia,19276,3008,38
Murray,Georgia,40096,7090,121
Muscogee,Georgia,195769,23203,569
Newton,Georgia,111744,15708,313
Oconee,Georgia,40280,5449,77
Oglethorpe,Georgia,15259,2087,38
Out of GA,Georgia,0,41941,871
Paulding,Georgia,168667,24206,299
Peach,Georgia,27546,3965,90
Pickens,Georgia,32591,5326,103
Pierce,Georgia,19465,4119,90
Pike,Georgia,18962,3708,63
Polk,Georgia,42613,8237,137
Pulaski,Georgia,11137,1479,56
Putnam,Georgia,22119,3149,74
Quitman,Georgia,2299,246,4
Rabun,Georgia,17137,2405,57
Randolph,Georgia,6778,965,39
Richmond,Georgia,202518,34005,619
Rockdale,Georgia,90896,10984,216
Schley,Georgia,5257,615,7
Screven,Georgia,13966,1770,51
Seminole,Georgia,8090,1480,23
Spalding,Georgia,66703,9986,253
Stephens,Georgia,25925,4573,95
Stewart,Georgia,6621,1485,28
Sumter,Georgia,29524,4030,119
Talbot,Georgia,6195,714,23
Taliaferro,Georgia,1537,165,3
Tattnall,Georgia,25286,3697,101
Taylor,Georgia,8020,1231,34
Telfair,Georgia,15860,2167,65
Terrell,Georgia,8531,1169,56
Thomas,Georgia,44451,7532,167
Tift,Georgia,40644,8169,162
Toombs,Georgia,26830,5269,155
Towns,Georgia,12037,1733,75
Treutlen,Georgia,6901,1207,44
Troup,Georgia,69922,10638,286
Turner,Georgia,7985,1654,48
Twiggs,Georgia,8120,1059,58
Unassigned,Georgia,0,4656,6
Union,Georgia,24511,3452,104
Upson,Georgia,26320,5314,157
Walker,Georgia,69761,10728,126
Walton,Georgia,94593,14579,309
Ware,Georgia,35734,7139,229
Warren,Georgia,5254,743,23
Washington,Georgia,20374,3154,109
Wayne,Georgia,29927,5722,156
Webster,Georgia,2607,235,6
Wheeler,Georgia,7855,935,33
White,Georgia,30798,4678,116
Whitfield,Georgia,104628,21839,315
Wilcox,Georgia,8635,1242,53
Wilkes,Georgia,9777,1494,34
Wilkinson,Georgia,8954,1467,37
Worth,Georgia,20247,2949,83
,Grand Princess,0,103,3
,Guam,164229,15362,198
Hawaii,Hawaii,201513,10209,93
Honolulu,Hawaii,974563,55650,614
Kalawao,Hawaii,86,0,0
Kauai,Hawaii,72293,2313,8
Maui,Hawaii,167417,9516,88
Out of HI,Hawaii,0,2440,5
Unassigned,Hawaii,0,0,0
Ada,Idaho,481587,72502,652
Adams,Idaho,4294,459,8
Bannock,Idaho,87808,11907,147
Bear Lake,Idaho,6125,602,12
Benewah,Idaho,9298,1057,16
Bingham,Idaho,46811,6089,94
Blaine,Idaho,23021,2811,21
Boise,Idaho,7831,641,7
Bonner,Idaho,45739,4698,69
Bonneville,Idaho,119062,18161,196
Boundary,Idaho,12245,1191,20
Butte,Idaho,2597,301,3
Camas,Idaho,1106,99,1
Canyon,Idaho,229849,36926,438
Caribou,Idaho,7155,910,14
Cassia,Idaho,24030,3566,31
Clark,Idaho,845,73,0
Clearwater,Idaho,8756,1554,25
Custer,Idaho,4315,343,5
Elmore,Idaho,27511,3623,37
Franklin,Idaho,13876,1476,20
Fremont,Idaho,13099,1406,15
Gem,Idaho,18112,2514,52
Gooding,Idaho,15179,2095,34
Idaho,Idaho,16667,1867,26
Jefferson,Idaho,29871,3683,37
Jerome,Idaho,24412,3888,38
Kootenai,Idaho,165697,25632,323
Latah,Idaho,40108,4161,25
Lemhi,Idaho,8027,738,14
Lewis,Idaho,3838,696,17
Lincoln,Idaho,5366,629,11
Madison,Idaho,39907,8166,34
Minidoka,Idaho,21039,2933,39
Nez Perce,Idaho,40408,5716,85
Oneida,Idaho,4531,464,6
Out of ID,Idaho,0,0,0
Owyhee,Idaho,11823,1454,37
Payette,Idaho,23951,3575,54
Power,Idaho,7681,892,12
Shoshone,Idaho,12882,1743,52
Teton,Idaho,12142,1522,5
Twin Falls,Idaho,86878,14569,183
Unassigned,Idaho,0,1,0
Valley,Idaho,11392,1321,9
Washington,Idaho,10194,1697,39
Adams,Illinois,65435,12862,148
Alexander,Illinois,5761,685,11
Bond,Illinois,16426,2480,24
Boone,Illinois,53544,7709,83
Brown,Illinois,6578,1039,8
Bureau,Illinois,32628,4325,89
Calhoun,Illinois,4739,657,2
Carroll,Illinois,14305,2287,37
Cass,Illinois,12147,2566,29
Champaign,Illinois,209689,26288,188
Christian,Illinois,32304,5046,81
Clark,Illinois,15441,2583,39
Clay,Illinois,13184,2479,49
Clinton,Illinois,37562,6902,100
Coles,Illinois,50621,7579,117
Cook,Illinois,5150233,620602,11048
Crawford,Illinois,18667,3181,30
Cumberland,Illinois,10766,1830,26
De Witt,Illinois,15638,2003,30
DeKalb,Illinois,104897,11836,133
Douglas,Illinois,19465,3131,37
DuPage,Illinois,922921,105273,1365
Edgar,Illinois,17161,2431,45
Edwards,Illinois,6395,999,16
Effingham,Illinois,34008,6324,89
Fayette,Illinois,21336,4164,59
Ford,Illinois,12961,2372,58
Franklin,Illinois,38469,7086,103
Fulton,Illinois,34340,5000,70
Gallatin,Illinois,4828,771,7
Greene,Illinois,12969,2018,40
Grundy,Illinois,51054,7141,82
Hamilton,Illinois,8116,1311,21
Hancock,Illinois,17708,2648,34
Hardin,Illinois,3821,568,15
Henderson,Illinois,6646,683,14
Henry,Illinois,48913,6376,76
Iroquois,Illinois,27114,4066,76
Jackson,Illinois,56750,7876,91
Jasper,Illinois,9610,1559,20
Jefferson,Illinois,37684,6240,137
Jersey,Illinois,21773,3284,53
Jo Daviess,Illinois,21235,2097,27
Johnson,Illinois,12417,2190,28
Kane,Illinois,532403,66733,857
Kankakee,Illinois,109862,17194,237
Kendall,Illinois,128990,15724,107
Knox,Illinois,49699,6903,167
LaSalle,Illinois,108669,14685,281
Lake,Illinois,696535,78147,1067
Lawrence,Illinois,15678,3149,32
Lee,Illinois,34096,4659,60
Livingston,Illinois,35648,5791,96
Logan,Illinois,28618,4828,74
Macon,Illinois,104009,14812,248
Macoupin,Illinois,44926,6676,102
Madison,Illinois,262966,38956,583
Marion,Illinois,37205,6691,138
Marshall,Illinois,11438,1369,21
Mason,Illinois,13359,2055,51
Massac,Illinois,13772,2052,45
McDonough,Illinois,29682,3623,57
McHenry,Illinois,307774,33608,319
McLean,Illinois,171517,22337,213
Menard,Illinois,12196,1656,13
Mercer,Illinois,15437,1962,34
Monroe,Illinois,34637,5150,99
Montgomery,Illinois,28414,4758,77
Morgan,Illinois,33658,4934,98
Moultrie,Illinois,14501,2168,31
Ogle,Illinois,50643,7294,87
Out of IL,Illinois,0,14,0
Peoria,Illinois,179179,26306,365
Perry,Illinois,20916,4216,72
Piatt,Illinois,16344,1956,14
Pike,Illinois,15561,2596,56
Pope,Illinois,4177,520,5
Pulaski,Illinois,5335,1009,11
Putnam,Illinois,5739,551,4
Randolph,Illinois,31782,5415,98
Richland,Illinois,15513,2720,56
Rock Island,Illinois,141879,18140,351
Saline,Illinois,23491,4223,68
Sangamon,Illinois,194672,25099,282
Schuyler,Illinois,6768,1003,10
Scott,Illinois,4951,702,5
Shelby,Illinois,21634,3271,44
St. Clair,Illinois,259686,35514,578
Stark,Illinois,5342,782,27
Stephenson,Illinois,44498,5601,91
Tazewell,Illinois,131803,20075,326
Unassigned,Illinois,0,238,2432
Union,Illinois,16653,2993,47
Vermilion,Illinois,75758,13625,193
Wabash,Illinois,11520,2091,18
Warren,Illinois,16844,2324,64
Washington,Illinois,13887,2084,28
Wayne,Illinois,16215,2854,58
White,Illinois,13537,2725,32
Whiteside,Illinois,55175,8063,177
Will,Illinois,690743,88614,1102
Williamson,Illinois,66597,11742,165
Winnebago,Illinois,282572,39707,550
Woodford,Illinois,38459,5630,92
Adams,Indiana,35777,4560,69
Allen,Indiana,379299,55016,773
Bartholomew,Indiana,83779,10917,174
Benton,Indiana,8748,1459,16
Blackford,Indiana,11758,1757,36
Boone,Indiana,67843,8586,112
Brown,Indiana,15092,1384,47
Carroll,Indiana,20257,2498,31
Cass,Indiana,37689,7293,118
Clark,Indiana,118302,17882,238
Clay,Indiana,26225,4037,58
Clinton,Indiana,32399,5462,67
Crawford,Indiana,10577,1514,20
Daviess,Indiana,33351,4369,110
DeKalb,Indiana,43475,5970,92
Dearborn,Indiana,49458,7902,91
Decatur,Indiana,26559,3964,100
Delaware,Indiana,114135,14472,234
Dubois,Indiana,42736,7961,125
Elkhart,Indiana,206341,34437,494
Fayette,Indiana,23102,3892,83
Floyd,Indiana,78522,10706,211
Fountain,Indiana,16346,3234,57
Franklin,Indiana,22758,2492,40
Fulton,Indiana,19974,2894,58
Gibson,Indiana,33659,6310,107
Grant,Indiana,65769,9461,211
Greene,Indiana,31922,4041,94
Hamilton,Indiana,338011,44819,450
Hancock,Indiana,78168,11207,171
Harrison,Indiana,40515,6208,89
Hendricks,Indiana,170311,22873,347
Henry,Indiana,47972,7869,141
Howard,Indiana,82544,14208,277
Huntington,Indiana,36520,6132,97
Jackson,Indiana,44231,6733,87
Jasper,Indiana,33562,4967,64
Jay,Indiana,20436,2657,38
Jefferson,Indiana,32308,4868,92
Jennings,Indiana,27735,3707,57
Johnson,Indiana,158167,24153,426
Knox,Indiana,36594,5701,105
Kosciusko,Indiana,79456,11729,141
LaGrange,Indiana,39614,3342,75
LaPorte,Indiana,109888,14633,242
Lake,Indiana,485493,64400,1116
Lawrence,Indiana,45370,7173,164
Madison,Indiana,129569,17873,394
Marion,Indiana,964582,131202,2027
Marshall,Indiana,46258,7523,130
Martin,Indiana,10255,1327,18
