,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
5/18/20,1,0,0,7,2,42,9,42,7,9,24,39,0,1,57,41,4,3,12,72,1,31,65,24,9,6,16,0,0,8,0,82,5,486,7,1,0,38,0,1,15,18,6,0,3,12,0,0,5,6,1,7,2
5/19/20,15,0,0,18,2,123,33,22,11,8,55,26,0,0,145,30,12,1,20,18,2,58,76,102,17,27,15,0,0,0,0,149,6,191,0,1,0,33,5,2,116,11,8,2,4,38,8,0,27,7,0,8,0
5/20/20,18,0,0,42,5,93,42,57,9,7,44,22,0,3,146,32,26,3,10,27,0,42,128,46,29,16,11,0,15,19,18,171,7,66,33,4,0,29,6,4,141,22,8,0,0,44,2,0,33,4,1,12,1
5/21/20,7,0,0,17,3,81,11,54,5,5,48,78,0,0,82,39,17,2,10,21,0,36,82,70,32,10,9,0,0,6,9,103,11,75,8,2,0,37,5,1,101,20,9,2,8,22,2,0,25,9,1,10,1
5/22/20,12,0,0,11,3,82,14,54,5,6,46,33,0,2,108,18,14,1,5,39,2,48,80,29,33,15,9,0,9,3,5,146,8,76,41,1,0,32,3,2,144,11,3,2,2,14,1,0,36,5,2,10,0
5/23/20,8,0,0,26,2,72,3,38,6,9,43,14,0,0,75,25,22,0,0,0,2,36,76,65,10,21,7,0,0,1,4,100,6,163,3,0,0,43,4,0,100,13,6,0,14,13,4,0,23,9,0,13,0
5/24/20,2,0,0,0,1,18,5,18,8,5,4,5,0,0,66,15,10,0,0,23,1,34,68,6,17,9,3,0,0,-7,1,58,9,93,6,1,0,27,0,1,25,8,10,0,7,54,0,0,12,9,0,8,0
5/25/20,15,0,0,6,1,15,1,49,6,8,15,21,0,0,29,22,0,2,0,0,0,25,44,13,12,10,5,0,0,14,1,14,3,125,6,1,0,27,2,0,15,10,5,0,2,16,1,0,37,4,0,14,0
5/26/20,14,0,0,3,2,50,19,27,10,0,7,48,0,0,38,20,21,3,3,11,1,31,57,27,18,17,9,1,0,0,4,53,5,27,11,0,0,20,5,0,18,15,6,0,5,18,3,0,28,6,0,16,1
5/27/20,3,0,0,24,1,78,40,34,10,5,60,37,0,2,160,15,19,3,6,21,2,59,74,68,34,18,-4,0,6,8,9,149,4,180,43,2,0,26,4,0,96,10,20,4,10,39,4,0,45,11,2,11,1
5/28/20,8,0,0,26,5,92,29,23,8,8,45,40,0,1,103,19,10,1,9,18,3,36,93,38,35,23,13,0,10,4,9,75,6,20,32,1,0,21,3,3,100,8,4,0,3,26,1,1,57,4,0,16,1
5/29/20,19,0,0,26,7,85,15,42,7,7,49,14,0,0,84,22,18,1,9,26,1,38,78,34,29,17,6,0,1,0,6,127,9,91,43,2,0,27,4,0,87,12,13,5,5,19,1,0,20,6,0,13,0
5/30/20,8,0,0,18,1,66,7,44,4,2,34,17,0,0,60,23,7,0,13,19,4,43,50,58,30,13,18,0,6,11,0,105,7,72,10,1,0,21,5,2,73,12,4,3,3,47,5,0,12,2,1,11,1
5/31/20,12,0,0,3,0,32,2,32,3,4,4,49,0,0,60,17,4,0,0,5,0,23,78,27,14,11,2,0,0,0,7,68,5,50,8,1,0,30,0,0,19,3,7,0,0,18,1,0,5,6,0,5,0
6/1/20,16,0,0,11,0,45,13,26,3,2,9,41,0,0,22,20,20,2,8,10,0,20,189,27,10,5,1,0,0,0,0,29,6,123,11,0,0,30,0,1,14,5,6,0,0,13,0,0,17,5,1,6,1
6/2/20,7,0,0,25,3,88,16,2,1,2,70,8,0,1,113,20,6,5,3,34,5,45,50,37,22,28,10,0,0,0,11,52,5,79,13,4,0,21,5,3,99,10,1,0,17,30,0,0,15,6,2,5,0
6/3/20,0,0,0,40,6,67,20,17,4,3,36,21,0,0,96,26,13,4,8,35,1,44,67,18,15,15,6,0,0,14,9,111,8,54,38,1,0,29,2,2,73,11,17,0,7,31,4,0,21,5,0,6,0
6/4/20,0,0,0,16,9,71,18,18,12,2,41,26,0,0,115,23,9,1,8,13,0,27,49,26,29,12,2,0,17,-1,8,95,8,121,7,0,0,22,3,0,83,12,7,2,13,39,0,0,17,11,1,6,0
6/5/20,23,0,0,16,1,80,12,31,4,4,53,25,0,0,59,21,10,5,8,29,3,34,34,70,33,9,7,1,0,6,5,82,4,27,9,5,0,17,1,2,65,11,14,0,7,25,3,0,9,5,5,14,0
6/6/20,13,0,0,28,2,76,3,17,0,4,28,4,0,0,69,10,6,1,4,13,0,38,54,7,22,8,8,0,0,1,5,58,5,21,13,1,0,23,2,0,33,6,6,1,9,27,1,0,7,4,0,3,0
6/7/20,3,0,0,8,0,29,0,16,3,6,12,2,0,0,40,15,6,0,0,11,1,9,27,11,16,6,2,0,0,1,3,71,4,83,4,0,0,11,1,2,13,4,1,0,1,11,0,0,11,11,0,5,0
6/8/20,26,0,0,2,1,25,16,13,3,2,12,28,0,0,20,17,12,3,2,8,0,27,37,15,11,20,4,0,1,4,0,39,4,61,9,0,0,16,0,1,11,4,11,0,3,18,3,0,5,10,0,4,0
6/9/20,11,1,0,23,6,87,10,13,4,4,53,77,0,2,94,25,9,1,5,13,1,35,55,9,20,10,8,0,1,4,0,93,4,41,27,0,0,14,6,5,56,1,11,3,14,20,3,0,19,5,0,5,0
6/10/20,15,0,0,25,4,114,19,23,2,4,36,44,0,0,77,17,5,3,7,11,0,33,46,1,39,21,3,0,2,3,15,76,6,59,22,1,0,13,2,0,50,4,7,1,2,30,1,0,18,1,1,12,1
6/11/20,11,0,0,34,6,75,10,26,2,3,47,46,0,0,90,15,9,3,9,19,0,31,38,33,13,0,0,0,21,10,7,67,10,14,16,1,0,13,2,2,52,6,13,4,4,36,3,0,6,12,1,5,0
6/12/20,14,1,0,21,5,43,0,13,2,4,29,43,0,2,75,16,4,0,4,9,0,25,46,5,25,13,16,0,3,2,7,50,0,150,15,0,0,25,2,2,48,2,5,1,25,36,8,0,14,5,2,8,0
6/13/20,4,0,0,33,1,102,15,27,3,5,48,29,0,0,29,13,6,2,2,8,0,26,38,23,9,8,6,0,0,1,3,135,11,14,6,0,0,21,-1,0,51,3,6,1,6,29,0,0,7,4,0,5,0
6/14/20,0,0,0,2,2,20,1,15,1,4,6,4,0,0,19,21,2,0,0,10,0,13,48,3,15,2,2,1,0,1,2,39,4,27,5,0,0,19,0,3,7,3,1,0,2,26,0,0,5,2,0,6,0
6/15/20,1,0,0,12,3,16,7,3,2,0,7,43,0,0,18,14,6,1,6,4,1,8,23,2,6,4,3,0,5,2,0,50,5,35,8,0,0,14,0,4,28,5,2,0,8,22,4,0,6,2,0,8,0
6/16/20,11,0,0,25,6,87,12,6,1,5,55,35,0,1,72,15,7,0,0,24,0,35,18,16,9,20,4,0,11,2,6,86,7,47,29,0,0,8,4,2,31,8,5,2,11,53,2,0,18,8,0,6,0
6/17/20,5,0,0,21,9,71,14,9,3,3,25,46,0,0,87,17,10,1,13,20,1,14,69,2,13,23,20,1,3,6,4,43,5,18,12,0,0,13,1,1,43,6,10,1,5,39,4,0,13,6,0,9,0
6/18/20,20,0,0,34,11,86,7,7,1,4,43,30,0,1,52,25,5,4,2,0,0,20,36,25,19,0,36,0,5,2,1,35,4,32,7,1,0,13,2,4,41,7,4,0,10,37,3,1,3,7,0,4,0
6/19/20,12,0,0,38,6,73,5,12,4,3,43,31,0,0,43,12,1,3,2,22,0,14,30,6,17,0,13,0,5,4,6,33,8,19,14,1,0,17,1,1,37,3,18,3,7,32,3,0,16,7,0,2,2
6/20/20,16,0,0,25,10,65,4,13,0,1,40,6,0,0,45,10,0,2,2,20,0,22,28,20,11,0,10,0,0,7,2,23,2,68,13,0,0,8,1,1,19,4,5,0,9,32,0,0,5,4,0,3,0
6/21/20,1,0,0,3,1,26,0,9,3,2,17,1,0,0,22,11,5,1,2,1,0,14,30,3,8,0,2,0,0,1,0,17,3,37,30,1,0,7,1,1,5,2,9,0,2,19,3,0,4,5,1,8,0
6/22/20,2,0,0,2,2,48,4,3,2,2,12,5,0,0,24,15,0,1,0,12,0,8,16,7,4,40,5,1,5,2,0,38,0,36,33,0,0,17,0,2,4,2,6,0,5,23,0,0,9,5,0,4,0
6/23/20,23,0,0,45,10,59,14,14,0,2,65,47,0,0,36,4,3,2,11,17,0,18,16,12,9,11,8,0,7,3,4,53,7,62,18,1,0,12,2,0,39,7,14,2,11,34,5,0,25,10,3,3,0
6/24/20,27,0,0,71,3,89,2,10,2,4,43,3,0,0,63,10,1,1,1,18,1,16,48,5,7,22,10,0,1,2,4,51,4,22,29,0,0,8,1,3,53,5,10,1,14,47,0,0,16,3,0,6,0
6/25/20,5,0,0,28,0,89,2,11,0,2,46,47,0,1,40,13,6,1,8,12,0,21,25,19,9,5,2,0,3,1,10,-72,5,33,11,0,0,9,3,2,39,1,10,3,11,52,1,0,14,4,0,4,0
6/26/20,11,2,0,41,9,65,4,9,2,3,39,25,0,0,37,12,8,3,7,26,0,13,50,1,5,6,9,1,6,3,8,42,4,23,12,0,0,14,2,5,21,1,1,1,10,46,2,0,25,11,0,3,0
6/27/20,12,0,0,44,10,36,1,4,1,2,24,6,1,1,26,11,0,3,1,0,1,15,28,19,6,13,5,0,1,2,2,34,2,21,5,0,0,14,7,0,24,5,17,3,7,52,1,0,24,7,1,7,0
6/28/20,0,0,0,14,5,28,2,5,2,2,29,2,0,0,15,9,2,1,4,9,0,11,19,4,8,4,0,0,0,0,0,27,1,27,-1,1,0,17,1,0,4,6,5,0,0,34,0,0,8,4,0,6,0
6/29/20,10,0,0,4,1,53,5,4,1,1,28,6,0,0,14,9,5,4,2,0,1,7,35,4,10,20,2,0,2,4,0,17,1,31,5,0,0,16,0,2,9,1,4,0,8,44,1,0,8,5,0,2,0
6/30/20,21,0,0,47,5,95,9,2,1,0,58,21,0,1,21,10,5,0,5,22,0,15,-41,32,6,14,3,0,5,3,4,43,4,-39,23,0,0,6,2,3,37,5,19,0,12,43,4,0,23,6,0,0,0
7/1/20,22,0,0,80,7,85,7,2,1,2,45,22,0,0,28,12,1,4,7,17,0,15,27,5,6,9,14,0,2,4,2,43,3,17,18,1,0,17,2,1,33,1,27,2,5,70,1,0,23,6,0,4,0
7/2/20,13,0,0,39,2,93,4,2,1,1,67,22,0,0,36,8,2,3,9,17,0,7,51,14,13,10,11,0,6,14,2,29,3,24,11,0,0,11,6,1,25,3,18,4,11,71,3,0,30,10,0,3,0
7/3/20,21,1,0,34,2,53,0,9,0,1,67,8,1,1,18,11,2,2,4,23,0,11,17,3,8,11,3,1,2,3,1,57,8,80,10,0,0,13,3,0,33,3,9,0,13,76,5,0,29,9,0,3,0
7/4/20,1,1,0,19,5,28,0,0,1,2,18,0,0,0,9,7,0,1,0,0,2,13,23,3,0,4,4,0,0,2,3,25,2,14,3,0,0,12,0,4,3,2,20,0,4,65,0,0,4,7,1,2,0
7/5/20,0,0,0,8,1,40,0,0,2,2,29,3,0,0,6,12,0,1,0,10,2,7,11,0,5,4,1,0,0,4,2,22,0,38,1,0,0,15,0,2,4,2,7,0,8,61,3,0,4,7,0,2,0
7/6/20,0,0,0,4,5,68,-10,3,1,2,47,18,0,1,6,16,2,1,8,8,0,3,15,3,3,3,0,0,-1,3,1,18,2,17,9,0,0,13,1,0,2,4,7,0,7,68,6,0,0,9,1,3,0
7/7/20,26,1,0,98,9,129,5,0,1,0,63,21,0,0,247,9,9,4,9,23,1,20,15,30,3,44,16,0,-1,11,2,52,4,22,14,4,0,15,5,5,32,2,19,1,13,130,4,0,28,9,0,2,1
7/8/20,25,0,0,36,4,128,8,5,1,3,48,23,0,4,36,8,4,0,6,20,0,9,30,11,9,30,2,0,0,5,2,51,8,21,16,1,0,12,3,4,23,0,38,0,20,123,7,0,24,8,0,4,0
7/9/20,10,0,0,75,4,148,2,5,0,4,120,8,0,2,20,11,5,4,4,16,1,13,25,9,5,16,4,2,2,18,1,116,6,23,15,0,0,20,3,6,36,0,21,3,25,156,4,0,32,16,0,3,0
7/10/20,36,0,0,44,4,107,18,0,1,0,93,35,0,1,16,7,2,0,8,25,0,15,28,14,5,11,11,3,2,8,3,31,6,40,20,0,0,17,6,2,31,3,24,6,13,82,2,0,21,9,0,4,0
7/11/20,10,0,0,69,6,73,1,0,1,0,95,31,0,1,24,11,5,2,2,23,1,7,14,28,4,15,7,1,-1,13,1,46,4,11,16,2,0,20,5,0,18,3,22,2,15,94,5,0,4,7,1,2,0
7/12/20,7,0,0,86,2,24,0,0,3,0,45,7,0,0,19,13,4,2,3,13,2,9,15,1,3,19,1,0,0,1,0,0,2,15,9,0,0,14,1,2,7,3,10,0,3,113,3,0,4,5,0,2,0
7/13/20,3,0,0,9,2,38,2,23,2,0,35,23,3,0,6,9,3,1,4,7,0,6,5,7,2,1,13,3,3,0,0,35,3,23,7,0,0,13,2,3,10,1,11,0,8,101,1,0,2,9,1,7,0
7/14/20,40,0,0,91,8,146,11,1,0,0,132,28,0,1,25,6,2,1,6,22,0,9,10,5,6,22,9,2,-2,19,1,22,3,11,42,1,0,13,4,7,21,1,21,0,18,114,10,0,9,12,0,2,1
7/15/20,47,0,0,97,4,134,6,8,0,3,112,37,0,7,8,11,20,5,10,16,0,7,28,4,10,18,6,0,5,6,2,52,6,19,18,0,0,12,4,3,25,0,5,2,16,173,7,0,15,3,1,7,0
7/16/20,19,0,0,58,6,112,1,9,0,3,156,14,0,4,25,10,4,1,5,24,0,6,12,18,8,18,2,1,8,8,1,31,5,9,18,1,0,21,6,2,26,1,72,4,13,180,1,0,15,6,1,4,2
7/17/20,35,0,0,91,12,112,6,7,0,3,128,27,1,4,13,9,4,1,8,24,1,12,22,7,7,24,4,2,2,11,0,19,3,27,16,1,0,14,7,5,21,2,26,1,19,161,1,0,6,6,1,6,0
7/18/20,21,1,0,147,4,88,1,0,2,1,90,37,1,1,18,9,4,2,9,0,2,9,17,9,5,14,11,0,0,9,1,15,4,11,25,0,0,24,6,3,12,4,39,0,23,146,8,0,12,7,0,4,0
7/19/20,1,0,0,31,0,27,0,0,3,0,87,5,0,0,5,9,4,1,3,34,0,9,12,2,3,9,0,0,0,1,2,7,2,19,4,2,0,29,0,3,9,2,20,2,5,114,0,0,2,9,0,7,1
7/20/20,4,0,0,23,6,54,6,10,0,1,90,3,0,3,6,14,5,3,1,31,0,5,2,7,4,3,3,2,12,1,0,9,7,11,25,1,0,24,1,2,3,2,9,0,4,135,4,0,4,11,0,10,-1
7/21/20,12,0,0,134,11,115,5,0,2,1,134,77,0,4,23,9,8,4,3,36,1,20,17,9,3,31,10,1,-3,28,2,22,10,12,28,1,0,13,9,7,20,1,57,0,24,143,4,0,17,12,1,6,1
7/22/20,61,1,0,56,6,158,8,0,2,0,139,81,1,9,23,13,8,5,3,60,0,3,18,6,4,34,11,2,1,28,2,-30,3,43,27,2,0,26,13,2,26,1,64,1,17,249,9,0,3,8,0,10,0
7/23/20,33,0,0,89,6,136,15,4,0,1,173,26,1,3,20,10,6,1,7,16,0,4,16,7,9,13,30,1,5,5,3,23,5,9,24,1,0,23,3,2,16,0,49,2,37,203,7,0,3,9,1,8,0
7/24/20,41,0,0,80,8,141,4,3,2,0,135,82,0,6,17,11,6,8,7,29,0,13,14,5,5,27,6,3,0,13,2,35,5,11,33,2,0,29,7,9,22,0,51,1,13,175,6,0,13,13,1,7,0
7/25/20,18,1,0,143,5,88,4,0,2,0,124,51,0,2,12,11,0,-1,5,0,1,11,12,0,5,15,5,0,0,10,2,11,6,10,22,0,0,30,12,3,9,3,80,0,26,157,1,0,8,12,0,6,0
7/26/20,17,0,0,19,2,37,0,0,1,0,77,4,0,0,1,10,3,2,4,48,0,7,19,0,3,15,9,0,0,2,0,11,7,17,6,0,0,19,0,4,3,1,26,1,3,127,0,0,3,15,0,8,0
7/27/20,18,1,0,-1,7,52,5,5,1,1,77,11,0,6,18,4,7,4,9,23,0,7,7,5,2,5,12,1,1,5,0,17,5,10,21,0,0,24,0,0,5,1,15,0,11,700,7,0,4,8,1,5,0
7/28/20,0,1,0,104,20,174,8,5,0,1,186,54,0,8,30,6,3,5,10,26,2,11,15,16,4,42,11,4,4,20,0,21,7,14,22,1,0,31,13,14,24,1,59,0,21,279,5,0,13,14,4,9,1
7/29/20,47,0,0,46,6,213,15,2,1,1,216,79,0,13,16,21,15,9,5,71,0,20,29,1,9,23,7,3,3,21,2,-27,6,1,28,2,0,34,14,8,14,0,50,6,21,294,6,0,30,16,3,5,0
7/30/20,27,1,0,172,8,129,0,6,0,0,253,29,0,4,16,9,11,8,7,42,1,10,0,21,5,48,16,1,4,21,4,11,3,17,34,1,0,26,13,5,23,1,52,0,13,130,8,1,16,13,1,12,0
7/31/20,15,0,0,68,11,210,16,1,1,1,257,81,0,11,22,11,7,1,4,24,1,5,29,7,6,52,10,5,4,29,0,10,7,3,20,0,0,24,5,6,11,1,45,1,27,121,4,0,33,15,4,6,0
8/1/20,23,1,0,53,5,124,6,0,2,0,179,73,0,9,8,13,2,0,5,0,0,13,17,7,6,30,11,1,0,2,1,11,9,9,37,0,0,14,8,3,12,1,39,4,7,270,6,0,41,16,0,3,0
8/2/20,24,0,0,18,6,58,0,0,0,1,62,15,0,0,14,9,4,3,2,58,0,9,12,0,8,10,1,0,0,0,1,6,3,13,4,2,0,23,1,1,4,2,26,1,6,5,1,0,3,9,1,7,0
8/3/20,6,1,0,14,11,48,0,5,0,0,73,2,0,3,9,9,6,6,2,17,1,8,10,10,2,8,3,3,-4,15,0,10,1,0,60,0,0,19,1,2,2,1,16,0,19,158,3,0,0,10,0,12,1
8/4/20,33,0,0,66,15,187,5,0,1,1,245,79,1,10,19,11,4,1,7,27,-1,7,9,4,4,42,13,0,4,15,1,11,3,6,18,2,0,16,15,5,24,2,54,1,25,218,7,0,26,18,7,9,0
8/5/20,29,0,0,87,18,166,2,0,5,0,225,63,0,7,28,5,12,4,1,45,1,6,2,7,10,51,8,1,8,28,0,-15,9,33,24,1,0,24,17,5,7,2,47,1,27,365,6,0,30,21,0,8,0
8/6/20,19,0,0,70,7,211,1,0,0,0,120,42,2,6,21,15,12,6,8,50,0,15,32,28,7,21,5,0,0,10,1,7,2,5,41,1,0,25,10,1,29,0,48,4,42,256,3,1,25,8,0,7,0
8/7/20,21,0,0,79,6,123,5,4,0,2,180,91,2,6,31,14,3,2,4,61,0,14,18,18,4,23,24,5,5,20,0,0,6,3,34,1,0,26,7,9,14,2,20,3,20,276,5,0,18,17,3,6,1
8/8/20,20,1,0,56,14,169,0,0,0,1,182,69,0,6,18,12,12,0,8,0,1,12,12,-4,8,26,4,5,0,29,0,20,6,9,24,2,0,18,3,7,14,1,45,2,9,209,0,0,5,9,4,13,0
8/9/20,13,0,0,13,9,31,1,0,0,1,77,13,0,2,5,7,4,1,1,56,0,8,14,-1,9,22,7,0,0,8,0,5,4,2,8,0,0,23,0,1,1,0,24,0,8,109,1,0,4,11,8,6,0
8/10/20,29,0,0,4,11,146,4,3,0,0,91,30,3,2,1,16,3,6,2,24,0,6,6,7,3,16,7,0,3,6,0,4,5,9,7,1,0,25,2,1,3,1,17,0,10,92,9,0,1,11,2,5,0
8/11/20,50,0,0,45,11,51,12,0,2,2,276,122,0,7,20,13,12,6,8,26,1,13,10,7,6,32,5,2,3,18,0,12,3,6,39,5,0,24,13,11,29,3,50,0,38,-22,4,0,17,8,6,9,1
8/12/20,35,1,0,148,6,232,1,6,0,0,212,105,4,0,15,15,7,4,7,43,0,8,18,6,17,45,8,3,5,15,1,-5,2,8,42,2,0,19,9,7,36,1,46,1,18,304,2,0,8,14,6,9,0
8/13/20,8,0,0,36,10,118,7,0,0,1,148,82,2,5,24,15,7,6,6,46,0,8,21,16,7,22,2,1,4,34,2,8,2,2,7,0,0,29,11,8,16,0,40,1,24,238,2,0,11,10,0,5,1
8/14/20,3,0,0,40,5,274,6,3,0,0,228,35,0,14,27,16,10,1,8,28,0,11,20,11,8,32,9,0,1,15,1,10,6,18,26,1,0,27,6,2,39,3,20,2,13,304,7,0,7,15,4,10,0
8/15/20,3,1,0,69,13,66,8,0,0,3,204,96,0,4,5,12,5,2,6,0,1,5,16,20,-34,37,13,1,0,24,0,7,8,11,30,0,0,19,13,1,17,0,56,2,19,190,3,0,11,11,3,7,0
8/16/20,2,0,0,14,-1,30,0,0,0,0,107,33,0,0,18,12,0,0,0,77,0,3,12,6,47,4,5,0,0,3,0,2,3,7,4,4,0,20,4,2,3,7,9,1,21,134,0,0,0,11,0,5,0
8/17/20,27,0,0,0,4,54,0,3,2,0,87,25,0,4,12,23,12,1,8,19,0,2,4,0,6,11,32,0,1,5,0,4,4,7,1,1,0,15,4,0,0,2,19,0,21,57,1,0,4,7,0,4,0
8/18/20,11,1,0,23,16,161,3,0,1,2,219,67,1,9,27,5,15,4,12,28,0,9,6,16,9,32,11,2,7,25,1,9,5,12,48,2,0,23,14,9,22,5,55,1,37,222,5,0,11,7,2,4,0
8/19/20,8,0,0,105,12,222,1,1,0,1,174,55,1,7,23,16,8,4,12,55,0,11,28,10,17,36,9,0,2,32,3,1,6,5,35,2,0,23,20,11,33,0,17,1,28,243,8,0,14,12,4,5,4
8/20/20,30,0,0,50,10,130,3,1,0,1,117,55,3,7,27,17,6,4,14,28,1,8,12,16,7,27,8,5,2,38,1,6,5,-2,34,0,0,24,10,4,13,3,41,2,36,251,4,0,17,8,1,7,0
8/21/20,22,1,0,4,22,136,7,2,1,1,119,94,1,9,22,8,13,7,8,50,1,5,13,0,8,24,3,0,3,13,0,9,5,-4,29,2,0,30,6,2,17,2,58,2,61,230,2,0,9,4,4,7,3
8/22/20,15,1,0,68,11,119,8,0,1,2,106,94,1,1,17,15,4,0,8,0,1,11,20,21,8,23,6,1,0,12,1,2,4,6,27,3,0,26,10,3,18,1,34,1,14,153,2,0,7,5,6,5,0
8/23/20,2,1,0,15,13,72,0,0,1,0,51,40,0,1,6,12,4,0,0,59,1,6,0,4,6,3,2,0,2,0,0,3,2,12,10,1,0,29,1,0,2,1,11,1,4,124,0,0,24,4,2,4,0
8/24/20,11,0,0,0,9,82,1,0,0,0,72,24,2,7,8,14,10,3,12,18,0,3,28,4,4,8,0,1,5,3,0,0,4,1,4,1,0,23,4,3,2,1,7,0,21,53,5,0,4,7,0,7,0
8/25/20,13,4,0,21,15,144,7,3,0,0,183,106,0,12,29,11,12,1,11,33,0,13,12,21,8,67,18,6,0,30,0,7,3,29,35,1,0,25,14,8,24,1,18,0,40,181,7,0,23,6,8,7,0
8/26/20,8,1,0,104,21,130,1,0,0,1,153,49,2,11,37,3,12,12,7,54,1,10,26,6,15,58,11,1,3,20,0,-39,3,6,36,0,0,23,19,5,29,1,44,1,20,192,4,0,21,15,3,10,0
8/27/20,31,0,0,33,7,158,4,2,0,0,135,82,4,6,23,16,20,4,8,23,0,5,21,16,15,26,7,0,5,21,2,7,9,0,24,1,0,23,15,5,8,2,55,0,25,222,2,0,12,9,8,3,0
8/28/20,31,0,0,49,17,144,6,0,1,0,89,78,4,10,20,9,17,1,8,30,0,5,16,6,4,14,12,2,1,16,1,9,3,3,22,0,0,25,8,9,20,2,27,3,28,168,4,0,23,8,3,7,0
8/29/20,45,0,0,29,16,102,5,0,0,0,148,105,3,5,11,12,-8,4,3,0,0,19,12,0,4,14,29,4,0,15,0,3,2,1,31,2,0,19,11,7,14,2,43,2,24,128,0,0,18,5,14,9,0
8/30/20,10,0,0,23,12,18,0,0,0,1,14,28,1,1,11,9,13,0,8,27,0,6,13,36,2,14,5,0,0,0,0,4,1,18,9,1,0,21,2,4,2,2,11,0,22,77,0,0,1,5,-1,4,0
8/31/20,20,0,0,-1,13,86,3,0,2,1,68,29,7,2,7,13,7,2,4,19,0,3,11,5,1,32,14,0,5,3,0,8,9,48,10,1,0,24,1,1,0,1,11,0,7,41,0,0,11,8,1,4,0
9/1/20,18,2,0,15,17,113,1,1,3,0,187,100,4,6,38,7,5,3,15,34,0,6,4,14,5,20,15,1,2,8,0,5,8,9,39,2,0,25,8,5,19,2,37,0,27,135,2,0,32,6,9,8,0
9/2/20,17,0,0,21,27,180,6,1,2,1,127,62,1,5,27,10,8,5,18,20,1,5,-4,14,11,33,17,4,0,23,0,14,3,6,38,3,0,25,13,4,26,2,37,2,16,177,1,0,29,6,9,8,4
9/3/20,16,1,0,65,20,174,3,1,0,1,149,73,4,0,24,6,3,10,10,17,0,12,17,10,7,10,8,2,5,27,0,7,1,4,24,2,0,22,14,2,19,3,13,0,18,186,4,0,11,6,7,6,0
9/4/20,33,0,0,41,12,153,0,0,0,2,100,63,2,10,38,14,22,10,11,14,1,11,23,7,10,22,21,3,0,12,0,7,3,6,36,0,0,15,11,5,10,1,39,1,22,126,5,0,10,2,5,9,1
9/5/20,9,2,0,36,9,45,16,0,1,0,61,46,3,2,23,11,6,0,6,0,0,7,16,8,4,11,61,2,0,13,0,7,6,5,50,5,0,20,4,5,15,1,31,3,25,144,1,0,15,10,1,1,0
9/6/20,1,0,0,14,12,46,1,0,1,0,38,60,1,1,5,14,3,1,3,58,0,3,9,0,6,15,18,1,0,1,1,4,3,0,1,1,0,20,3,1,0,1,10,0,3,77,2,0,1,6,3,6,0
9/7/20,0,0,0,-2,14,43,1,0,2,0,22,7,1,0,8,11,3,5,0,12,0,5,8,4,3,1,3,1,0,4,0,2,4,15,7,0,0,17,0,1,21,1,20,0,4,47,1,0,6,4,-1,9,0
9/8/20,1,0,0,2,9,69,0,6,1,0,44,26,2,4,7,15,15,-1,1,13,0,3,8,1,2,0,3,1,3,0,0,5,0,14,12,0,0,17,1,4,8,2,5,0,27,102,1,0,2,2,4,6,0
9/9/20,8,0,0,30,11,168,4,0,1,4,195,58,3,18,28,13,19,14,16,22,0,9,5,75,7,38,12,3,14,19,0,12,6,4,49,1,0,21,9,8,14,1,30,0,35,130,3,0,11,4,3,5,0
9/10/20,16,0,0,22,12,114,2,4,0,1,216,76,3,0,28,12,3,4,22,21,0,8,20,8,15,33,11,1,9,17,1,6,3,0,32,3,0,20,13,3,13,1,33,4,57,16,3,0,11,7,3,1,0
9/11/20,32,1,0,15,13,134,6,2,2,0,176,42,2,5,44,12,9,13,9,41,0,4,14,6,13,14,7,8,7,10,0,9,2,0,33,4,0,23,12,2,23,0,53,0,37,277,1,0,3,7,6,9,0
9/12/20,17,1,0,27,16,84,3,0,0,0,98,41,1,3,22,4,2,10,13,0,1,8,16,11,9,15,8,2,0,10,1,4,3,4,24,3,0,22,11,6,0,3,12,6,39,107,2,0,11,6,2,7,0
9/13/20,1,0,0,7,12,52,0,0,0,0,8,46,2,0,14,18,2,2,3,33,1,2,14,0,13,12,4,2,-3,3,1,4,2,0,5,1,0,18,6,4,1,0,24,1,14,80,0,0,2,5,1,7,0
9/14/20,4,0,0,0,11,56,2,5,1,0,34,20,0,4,5,14,4,14,5,17,0,1,9,10,3,9,8,3,1,4,0,3,0,7,8,2,0,17,0,0,27,2,13,0,19,44,3,0,19,7,11,4,0
9/15/20,32,0,0,22,158,151,6,0,1,0,145,44,1,4,18,12,10,15,9,26,1,10,6,11,5,28,19,2,1,26,2,9,7,8,51,2,0,12,7,10,6,2,21,0,30,142,0,0,96,9,5,6,0
9/16/20,5,0,0,27,7,110,6,2,2,1,152,22,3,6,35,8,14,29,8,18,1,6,20,11,6,22,9,1,3,12,0,11,2,4,38,5,0,11,12,2,22,5,34,8,24,138,1,0,45,8,10,3,8
